model,date,k,actual_fraction,top_precision,bottom_precision,top_mean_return_decimal,bottom_mean_return_decimal,long_short_return_decimal,top_mean_absolute_rank_error,bottom_mean_absolute_rank_error
FinPFN,2022-01-19 09:30:00,20,0.04914004914004914,0.05,0.2,0.00570940958816307,-0.005938148774585434,0.011647558362748504,0.39877149877149876,0.3740786240786241
FinPFN,2022-01-19 09:30:00,40,0.09828009828009827,0.1,0.225,0.002056123419167344,-0.0048625642016112,0.006918687620778544,0.4167076167076167,0.3796683046683047
FinPFN,2022-01-20 09:30:00,10,0.024330900243309004,0.0,0.1,0.003981649797222687,-0.015466584781763614,0.0194482345789863,0.4316301703163016,0.2671532846715329
FinPFN,2022-01-20 09:30:00,20,0.04866180048661801,0.05,0.25,-0.0020855962623767864,-0.01362347985895177,0.011537883596574983,0.5240875912408758,0.3018248175182482
FinPFN,2022-01-20 09:30:00,40,0.09732360097323602,0.15,0.2,0.003728314183802877,-0.0039307417435636375,0.007659055927366515,0.419647201946472,0.4051703163017032
FinPFN,2022-01-21 09:30:00,10,0.02493765586034913,0.0,0.2,-0.006997673956968545,0.006081688974671363,-0.013079362931639908,0.6239401496259351,0.5538653366583541
FinPFN,2022-01-21 09:30:00,20,0.04987531172069826,0.0,0.2,-0.001940910061505731,0.008242141513368184,-0.010183051574873916,0.530922693266833,0.5844139650872817
FinPFN,2022-01-21 09:30:00,40,0.09975062344139651,0.05,0.175,-0.0014874285213640676,0.004185386904461726,-0.005672815425825794,0.522506234413965,0.4964463840399002
FinPFN,2022-01-24 09:30:00,10,0.024330900243309004,0.0,0.0,0.007010995536066973,0.014791530566794234,-0.007780535030727261,0.35109489051094883,0.6148418491484184
FinPFN,2022-01-24 09:30:00,20,0.04866180048661801,0.05,0.1,0.004907069872441177,0.007784649184716686,-0.002877579312275509,0.3861313868613139,0.5395377128953771
FinPFN,2022-01-24 09:30:00,40,0.09732360097323602,0.125,0.125,0.0037119232343836685,0.003759163972489706,-4.7240738106037704e-05,0.4063868613138686,0.48911192214111915
FinPFN,2022-01-25 09:30:00,10,0.02518891687657431,0.0,0.0,-0.005142699889175384,0.016868334799876088,-0.02201103468905147,0.5710327455919395,0.6289672544080604
FinPFN,2022-01-25 09:30:00,20,0.05037783375314862,0.0,0.0,-0.0015872173636394666,0.016262096065925696,-0.017849313429565163,0.4866498740554156,0.636146095717884
FinPFN,2022-01-25 09:30:00,40,0.10075566750629723,0.025,0.075,-0.0018317584108331613,0.006557147772221569,-0.008388906183054731,0.46196473551637285,0.515176322418136
FinPFN,2022-01-26 09:30:00,10,0.025,0.0,0.1,0.011754163418121369,-0.0015244986050858532,0.013278662023207223,0.35375,0.48149999999999993
FinPFN,2022-01-26 09:30:00,20,0.05,0.15,0.2,0.011182675151901297,-0.006558363995810686,0.01774103914771198,0.35650000000000004,0.362
FinPFN,2022-01-26 09:30:00,40,0.1,0.125,0.175,0.004373681228456314,-0.00022699195954710218,0.004600673188003416,0.418125,0.41168750000000004
FinPFN,2022-01-27 09:30:00,10,0.024875621890547265,0.0,0.1,-0.0023146296872256517,-0.0069618342363354496,0.004647204549109798,0.5549751243781094,0.37761194029850753
FinPFN,2022-01-27 09:30:00,20,0.04975124378109453,0.0,0.2,-0.006850274621539,-0.0029216484466955553,-0.003928626174843445,0.6177860696517414,0.454726368159204
FinPFN,2022-01-27 09:30:00,40,0.09950248756218906,0.05,0.15,-0.002006995970398736,0.00375610132466313,-0.005763097295061866,0.5215174129353234,0.5031094527363185
FinPFN,2022-01-28 09:30:00,10,0.024875621890547265,0.1,0.1,0.0016520141914525513,-0.020076597717551107,0.02172861190900366,0.44203980099502493,0.2723880597014926
FinPFN,2022-01-28 09:30:00,20,0.04975124378109453,0.1,0.2,0.0034093990957949245,-0.0143915975075699,0.017800996603364823,0.40435323383084576,0.3590796019900498
FinPFN,2022-01-28 09:30:00,40,0.09950248756218906,0.125,0.175,0.005297829558158713,-0.013311911388537939,0.01860974094669665,0.35976368159203986,0.3288557213930348
FinPFN,2022-02-07 09:30:00,10,0.024330900243309004,0.0,0.0,0.016928623821458072,0.011701826434249806,0.0052267973872082655,0.24549878345498782,0.5102189781021897
FinPFN,2022-02-07 09:30:00,20,0.04866180048661801,0.0,0.15,0.0056156587777947695,0.0018137586642826588,0.0038019001135121107,0.39708029197080286,0.4273722627737226
FinPFN,2022-02-07 09:30:00,40,0.09732360097323602,0.1,0.125,0.0035213093757353194,0.0053872167451295,-0.0018659073693941806,0.4186131386861314,0.4576034063260341
FinPFN,2022-02-08 09:30:00,10,0.02506265664160401,0.0,0.1,-0.0017911576975903096,0.005115408754467417,-0.006906566452057726,0.5220551378446115,0.5080200501253133
FinPFN,2022-02-08 09:30:00,20,0.05012531328320802,0.0,0.1,-0.003742818059090288,0.0005184059097409613,-0.004261223968831249,0.5558897243107769,0.41879699248120306
FinPFN,2022-02-08 09:30:00,40,0.10025062656641603,0.025,0.1,-0.0037473383409586196,0.0026957990388855398,-0.006443137379844159,0.5585213032581453,0.4421052631578948
FinPFN,2022-02-09 09:30:00,10,0.02403846153846154,0.0,0.1,-0.00015488294357859765,0.00550638711051291,-0.005661270054091508,0.45048076923076924,0.5427884615384615
