model,id,tail_periods,top_periods,bottom_periods,cumulative_signed_contribution_decimal,mean_signed_contribution_decimal
Ridge,000046.XSHE,41,10,31,0.0006841561601990045,1.6686735614609864e-05
Ridge,000050.XSHE,37,1,36,0.0013785390765534249,3.725781287982229e-05
Ridge,000060.XSHE,24,0,24,-0.0009245138359492509,-3.8521409831218786e-05
Ridge,000062.XSHE,27,8,19,0.0021143428399604826,7.830899407261046e-05
Ridge,000078.XSHE,22,3,19,0.0033351471593321114,0.0001515975981514596
Ridge,000089.XSHE,23,2,21,-0.0011238795033493834,-4.886432623258189e-05
Ridge,000090.XSHE,6,5,1,-0.0014896985493080914,-0.00024828309155134855
Ridge,000099.XSHE,24,10,14,0.00024125117238020375,1.0052132182508489e-05
Ridge,000155.XSHE,9,4,5,-0.00036019077203959917,-4.00211968932888e-05
Ridge,000156.XSHE,10,4,6,0.002862150442849055,0.00028621504428490553
Ridge,000158.XSHE,47,7,40,0.004353100880565152,9.261916767159899e-05
Ridge,000400.XSHE,47,19,28,0.006200825225178064,0.00013193245159953326
Ridge,000401.XSHE,19,4,15,0.0011136144995145618,5.861128944813483e-05
Ridge,000402.XSHE,29,4,25,-0.0010865237215788223,-3.746633522685594e-05
Ridge,000415.XSHE,15,4,11,0.0001397762800756139,9.318418671707593e-06
Ridge,000417.XSHE,24,3,21,0.003045290219843434,0.0001268870924934764
Ridge,000488.XSHE,8,2,6,-0.0003441531257263298,-4.301914071579122e-05
Ridge,000501.XSHE,15,4,11,-0.00024621577776778457,-1.641438518451897e-05
Ridge,000510.XSHE,50,21,29,-0.004669721028512081,-9.339442057024162e-05
Ridge,000513.XSHE,17,6,11,0.0020152124176355305,0.00011854190691973709
Ridge,000519.XSHE,78,29,49,0.0032689063596303505,4.1909055892696804e-05
Ridge,000528.XSHE,18,0,18,0.0018356328125798942,0.00010197960069888302
Ridge,000536.XSHE,28,13,15,0.002917089622619774,0.0001041817722364205
Ridge,000537.XSHE,78,54,24,-0.00987884505783561,-0.00012665185971584116
Ridge,000540.XSHE,52,23,29,-0.006417024210212144,-0.00012340431173484893
Ridge,000541.XSHE,37,10,27,-0.0018601151512348724,-5.027338246580736e-05
Ridge,000547.XSHE,41,4,37,0.0023504710521572506,5.732856224773782e-05
Ridge,000553.XSHE,30,19,11,-2.6229225866147734e-05,-8.743075288715911e-07
Ridge,000559.XSHE,15,5,10,0.0009316600448392307,6.211066965594871e-05
Ridge,000563.XSHE,8,5,3,-0.0007019625111438841,-8.774531389298552e-05
Ridge,000572.XSHE,42,21,21,0.004987713169835149,0.00011875507547226545
Ridge,000581.XSHE,18,8,10,-0.004784167362094036,-0.00026578707567189087
Ridge,000591.XSHE,4,1,3,0.0006481970403175418,0.00016204926007938546
Ridge,000598.XSHE,6,2,4,-0.00020353606303073242,-3.3922677171788734e-05
Ridge,000623.XSHE,13,8,5,-0.0008449068872406793,-6.499283748005226e-05
Ridge,000629.XSHE,48,19,29,-0.006900949357650204,-0.00014376977828437924
Ridge,000630.XSHE,47,7,40,0.0011297684262825726,2.4037626091118566e-05
Ridge,000636.XSHE,26,7,19,0.0006703690864166072,2.578342640063874e-05
Ridge,000655.XSHE,38,16,22,-5.5283255373492e-05,-1.4548225098287369e-06
Ridge,000656.XSHE,48,28,20,-0.004031152662910321,-8.398234714396502e-05
Ridge,000671.XSHE,61,19,42,-0.00210114744451853,-3.444504007407426e-05
Ridge,000680.XSHE,20,7,13,-0.0021465976169002055,-0.00010732988084501027
Ridge,000681.XSHE,33,26,7,-0.0014488462921627963,-4.390443309584231e-05
Ridge,000683.XSHE,11,3,8,0.00011614100217813313,1.0558272925284831e-05
Ridge,000685.XSHE,5,1,4,-0.000768711696672707,-0.0001537423393345414
Ridge,000690.XSHE,23,7,16,-0.0012236411566753109,-5.320178942066569e-05
Ridge,000703.XSHE,12,3,9,0.0016053006841406934,0.00013377505701172446
Ridge,000709.XSHE,24,2,22,0.0004509264090042256,1.8788600375176068e-05
Ridge,000717.XSHE,23,6,17,-0.00037603672739038556,-1.6349422930016765e-05
Ridge,000718.XSHE,22,7,15,0.00252731348044325,0.00011487788547469318
Ridge,000723.XSHE,19,1,18,-0.001878116338690247,-9.884822835211826e-05
Ridge,000729.XSHE,33,17,16,0.005621054817721459,0.00017033499447640784
Ridge,000732.XSHE,25,13,12,-0.000605504551792353,-2.422018207169412e-05
Ridge,000733.XSHE,38,31,7,0.0021828945295178774,5.7444592882049405e-05
Ridge,000738.XSHE,30,19,11,0.00289413822878415,9.6471274292805e-05
Ridge,000739.XSHE,64,39,25,0.004137877626605979,6.465433791571842e-05
Ridge,000758.XSHE,6,0,6,0.00087276989761841,0.00014546164960306833
Ridge,000766.XSHE,43,21,22,0.012885956075525276,0.00029967339710523897
Ridge,000777.XSHE,27,15,12,-0.0006665629838333106,-2.4687517919752244e-05
Ridge,000778.XSHE,19,7,12,0.0032190236080873696,0.00016942229516249313
Ridge,000785.XSHE,18,7,11,0.002174841038292898,0.00012082450212738323
Ridge,000799.XSHE,43,15,28,0.0014659138342622224,3.409101940144703e-05
Ridge,000807.XSHE,46,13,33,0.0034429936595712805,7.484768825154958e-05
Ridge,000809.XSHE,13,9,4,-0.0006634816116943866,-5.103704705341435e-05
Ridge,000816.XSHE,33,8,25,0.005911920873628761,0.00017914911738268972
Ridge,000825.XSHE,38,3,35,-3.155542991861456e-05,-8.304060504898569e-07
Ridge,000826.XSHE,56,11,45,0.0046824555262280545,8.361527725407241e-05
Ridge,000830.XSHE,21,11,10,0.0003779807325343217,1.7999082501634368e-05
Ridge,000831.XSHE,24,9,15,0.003609030074337428,0.00015037625309739284
Ridge,000850.XSHE,38,6,32,0.0009703542198936829,2.5535637365623233e-05
Ridge,000852.XSHE,34,15,19,-0.004709263703093872,-0.0001385077559733492
Ridge,000861.XSHE,44,31,13,-0.005676269193492154,-0.0001290061180339126
Ridge,000869.XSHE,14,5,9,-0.0016737750939754363,-0.00011955536385538831
Ridge,000877.XSHE,13,6,7,0.00330282673288919,0.00025406359483763
Ridge,000878.XSHE,19,5,14,-0.00021459656840169735,-1.1294556231668281e-05
Ridge,000883.XSHE,25,7,18,0.00018923437645728303,7.569375058291321e-06
Ridge,000887.XSHE,61,36,25,0.003073211853326381,5.038052218567838e-05
Ridge,000897.XSHE,25,13,12,0.0005092758698903141,2.0371034795612564e-05
Ridge,000898.XSHE,24,4,20,0.0004903079017906877,2.0429495907945324e-05
Ridge,000919.XSHE,38,18,20,-0.0005746326473121009,-1.5121911771371075e-05
Ridge,000930.XSHE,10,3,7,-0.0008674676772462721,-8.674676772462721e-05
Ridge,000932.XSHE,14,4,10,-0.0007562613115609802,-5.401866511149858e-05
Ridge,000937.XSHE,48,14,34,-0.0019817769560271405,-4.1287019917232095e-05
Ridge,000959.XSHE,16,6,10,-6.1893574963047e-05,-3.868348435190438e-06
Ridge,000960.XSHE,38,17,21,0.0032537640567031826,8.562536991324165e-05
Ridge,000961.XSHE,35,9,26,-0.0006947848219296628,-1.985099491227608e-05
Ridge,000962.XSHE,29,10,19,0.002173726553762674,7.495608806078187e-05
Ridge,000967.XSHE,9,2,7,0.0030144725475844034,0.00033494139417604484
Ridge,000970.XSHE,44,24,20,0.004432216852793494,0.00010073220119985213
Ridge,000975.XSHE,58,29,29,-0.004139726451489159,-7.13745939911924e-05
Ridge,000980.XSHE,23,21,2,-0.003644959420522456,-0.00015847649654445462
Ridge,000981.XSHE,12,10,2,0.002493400156407993,0.00020778334636733275
Ridge,000982.XSHE,13,6,7,0.0014394984543462594,0.00011073065033432764
Ridge,000983.XSHE,65,20,45,-0.00832356298032469,-0.00012805481508191833
Ridge,000987.XSHE,20,5,15,0.0015123908397800428,7.561954198900214e-05
Ridge,000988.XSHE,29,9,20,0.0018907014204172878,6.519660070404441e-05
Ridge,000990.XSHE,23,7,16,-0.003987660803388967,-0.00017337655666908552
Ridge,000997.XSHE,24,12,12,0.0019303973423103718,8.04332225962655e-05
Ridge,000998.XSHE,29,12,17,0.0032674503692738856,0.00011267070238875468
Ridge,000999.XSHE,65,47,18,0.006841548915192986,0.00010525459869527671
Ridge,001203.XSHE,35,22,13,0.0001950522639236718,5.572921826390623e-06
Ridge,001872.XSHE,21,9,12,0.0008439755381016594,4.018931133817426e-05
Ridge,001914.XSHE,66,47,19,0.0014468574771720573,2.1922082987455413e-05
Ridge,001965.XSHE,21,12,9,0.0008574903907936392,4.083287575207806e-05
Ridge,002002.XSHE,23,6,17,-0.0010010625257511076,-4.3524457641352506e-05
Ridge,002004.XSHE,13,5,8,0.0011035226531538312,8.488635793491009e-05
Ridge,002010.XSHE,19,8,11,0.0008221034336845418,4.3268601772870616e-05
Ridge,002011.XSHE,83,65,18,-0.0006877201773204135,-8.285785268920645e-06
Ridge,002013.XSHE,27,7,20,-0.0012660882779182382,-4.689215844141623e-05
Ridge,002019.XSHE,31,17,14,0.0036986751054293157,0.00011931210017513922
Ridge,002025.XSHE,13,9,4,0.0007009193714902103,5.391687473001617e-05
Ridge,002028.XSHE,61,44,17,0.004909285098586465,8.048008358338467e-05
Ridge,002030.XSHE,28,10,18,-0.0006081191622052254,-2.171854150732948e-05
Ridge,002038.XSHE,10,2,8,-0.0010389419044565258,-0.00010389419044565258
Ridge,002048.XSHE,36,20,16,-0.0023923004826071157,-6.6452791183531e-05
Ridge,002051.XSHE,33,19,14,0.003834726921863862,0.00011620384611708673
Ridge,002056.XSHE,50,27,23,0.0039897072897660405,7.97941457953208e-05
Ridge,002065.XSHE,26,4,22,-0.003096039870866118,-0.00011907845657177377
Ridge,002069.XSHE,19,7,12,-0.005850073567010098,-0.00030789860879000514
Ridge,002074.XSHE,20,3,17,-0.00021145959098367296,-1.0572979549183648e-05
Ridge,002075.XSHE,21,1,20,0.0012190105224603447,5.804812011715927e-05
Ridge,002078.XSHE,27,13,14,-0.0012915071953604105,-4.783359982816335e-05
Ridge,002080.XSHE,39,18,21,-0.001274685724047533,-3.268424933455213e-05
Ridge,002081.XSHE,20,9,11,0.0010872707135982235,5.4363535679911176e-05
Ridge,002085.XSHE,5,0,5,-0.0012636090723697401,-0.00025272181447394805
Ridge,002092.XSHE,35,9,26,0.001978541849056745,5.6529767115907e-05
Ridge,002093.XSHE,51,31,20,0.0008023211399815094,1.573178705846097e-05
Ridge,002110.XSHE,18,4,14,0.0015517697658147796,8.620943143415442e-05
Ridge,002118.XSHE,41,14,27,0.005887470487002507,0.0001435968411464026
Ridge,002122.XSHE,8,2,6,-0.001670925237361519,-0.00020886565467018989
Ridge,002124.XSHE,48,18,30,-0.0006705919124461483,-1.397066484262809e-05
Ridge,002127.XSHE,21,4,17,0.008459403285196562,0.00040282872786650295
Ridge,002128.XSHE,42,20,22,-0.002479832840639751,-5.904363906285121e-05
Ridge,002131.XSHE,34,2,32,0.0009943809083757737,2.9246497305169813e-05
Ridge,002138.XSHE,45,28,17,0.0027167339371196716,6.037186526932603e-05
Ridge,002140.XSHE,36,19,17,0.005377229641328267,0.0001493674900368963
Ridge,002146.XSHE,46,13,33,0.0004478183211802571,9.73518089522298e-06
Ridge,002152.XSHE,25,13,12,-0.0005289328882322789,-2.115731552929116e-05
Ridge,002153.XSHE,64,32,32,-0.011611304289957151,-0.0001814266295305805
Ridge,002155.XSHE,66,31,35,0.006163719239334185,9.338968544445735e-05
Ridge,002156.XSHE,48,11,37,-0.005222795765893051,-0.0001088082451227719
Ridge,002174.XSHE,21,7,14,0.002200814978489599,0.00010480071326140948
Ridge,002180.XSHE,35,33,2,0.0033644951507296565,9.612843287799019e-05
Ridge,002183.XSHE,39,21,18,-0.0019023749794021736,-4.877884562569676e-05
Ridge,002185.XSHE,28,0,28,0.001281552665891329,4.576973806754747e-05
Ridge,002191.XSHE,49,19,30,0.011035977311638046,0.0002252240267681234
Ridge,002192.XSHE,14,9,5,-0.0024633913570341038,-0.00017595652550243598
Ridge,002195.XSHE,29,8,21,-0.00045256899712353574,-1.5605827487018472e-05
Ridge,002203.XSHE,17,9,8,0.005343997960101588,0.00031435282118244637
Ridge,002212.XSHE,42,19,23,0.0012581568245364104,2.9956114869914534e-05
Ridge,002221.XSHE,37,20,17,0.0030580049646704716,8.264878282893167e-05
Ridge,002223.XSHE,42,22,20,0.004806999548068685,0.00011445237019211155
Ridge,002233.XSHE,18,1,17,-0.0014415606253927469,-8.008670141070815e-05
Ridge,002238.XSHE,61,20,41,0.007235041063963156,0.00011860723055677305
Ridge,002240.XSHE,16,9,7,-0.00145966814641944,-9.1229259151215e-05
Ridge,002242.XSHE,42,27,15,0.004642496710866637,0.00011053563597301516
Ridge,002244.XSHE,84,62,22,0.011695950480342367,0.0001392375057183615
Ridge,002249.XSHE,21,2,19,0.00417016026700735,0.00019857906033368336
Ridge,002250.XSHE,45,30,15,-0.0009208161945353441,-2.0462582100785425e-05
Ridge,002266.XSHE,7,4,3,0.000443681320354477,6.338304576492528e-05
Ridge,002268.XSHE,56,30,26,0.004129086400140938,7.373368571680247e-05
Ridge,002269.XSHE,34,6,28,-0.003432161419385433,-0.00010094592409957157
Ridge,002273.XSHE,28,11,17,0.002036546413348752,7.273380047674115e-05
Ridge,002275.XSHE,34,22,12,-0.0028877048874297218,-8.493249668910946e-05
Ridge,002280.XSHE,48,16,32,0.0016148671773725737,3.3643066195261955e-05
Ridge,002281.XSHE,23,5,18,-0.002593133085939145,-0.00011274491677996283
Ridge,002294.XSHE,50,43,7,0.0012962428723049541,2.5924857446099082e-05
Ridge,002299.XSHE,37,27,10,0.004758055354904424,0.00012859609067309254
Ridge,002302.XSHE,13,4,9,-0.000712554721435108,-5.481190164885446e-05
Ridge,002315.XSHE,39,17,22,-0.003963009409761327,-0.00010161562589131608
Ridge,002317.XSHE,80,47,33,-0.01165312259235824,-0.00014566403240447802
Ridge,002325.XSHE,32,16,16,0.0035638961083856524,0.00011137175338705164
Ridge,002326.XSHE,30,6,24,0.005981492062997454,0.0001993830687665818
Ridge,002340.XSHE,23,2,21,0.0008286414246946949,3.6027888030204126e-05
Ridge,002342.XSHE,34,8,26,0.0034536247935341023,0.00010157719980982654
Ridge,002353.XSHE,40,33,7,0.003458396423983947,8.645991059959867e-05
Ridge,002354.XSHE,65,28,37,0.0011983650383108372,1.843638520478211e-05
Ridge,002366.XSHE,15,10,5,0.0016499602304400852,0.00010999734869600567
Ridge,002368.XSHE,60,38,22,0.006170574721692912,0.0001028429120282152
Ridge,002372.XSHE,59,47,12,0.0036671596012270726,6.215524747842496e-05
Ridge,002373.XSHE,28,7,21,-0.005290017811417725,-0.00018892920755063302
Ridge,002375.XSHE,31,9,22,-0.0006809285570196671,-2.1965437323215067e-05
Ridge,002382.XSHE,46,8,38,0.0034166030687807886,7.42739797561041e-05
Ridge,002384.XSHE,56,34,22,-0.0006024973526112187,-1.0758881296628905e-05
Ridge,002385.XSHE,44,11,33,0.0013334510623264544,3.0305705961964873e-05
Ridge,002387.XSHE,25,11,14,0.0016854044058559141,6.741617623423656e-05
Ridge,002390.XSHE,52,19,33,0.002728021805603209,5.246195780006171e-05
Ridge,002392.XSHE,12,6,6,-0.0005468306890567297,-4.5569224088060814e-05
Ridge,002396.XSHE,28,2,26,0.0007675183275445242,2.7411368840875864e-05
Ridge,002399.XSHE,43,25,18,-0.0044011483467265005,-0.00010235228713317443
Ridge,002407.XSHE,24,11,13,-0.0023483908646154254,-9.784961935897606e-05
Ridge,002408.XSHE,31,6,25,0.006388026853531506,0.00020606538237198405
Ridge,002409.XSHE,54,42,12,-0.002363425851409467,-4.376714539647161e-05
Ridge,002416.XSHE,36,15,21,0.0028660789710997156,7.961330475276988e-05
Ridge,002419.XSHE,37,12,25,0.0010549784183501094,2.8512930225678632e-05
Ridge,002422.XSHE,33,23,10,0.003093342072322872,9.373763855523854e-05
Ridge,002423.XSHE,34,8,26,-0.0015098358441552227,-4.4406936592800665e-05
Ridge,002424.XSHE,31,7,24,-0.0065828624893631,-0.00021235040288268062
Ridge,002426.XSHE,61,20,41,0.0014686876052975005,2.4076845988483613e-05
Ridge,002429.XSHE,17,6,11,-0.0007063644707973583,-4.1550851223374015e-05
Ridge,002430.XSHE,50,32,18,0.001971456818018532,3.9429136360370645e-05
Ridge,002431.XSHE,40,24,16,-0.006842426146198339,-0.00017106065365495845
Ridge,002434.XSHE,57,32,25,0.004362122970272133,7.6528473162669e-05
Ridge,002439.XSHE,46,37,9,0.00223109286237971,4.8502018747384996e-05
Ridge,002440.XSHE,3,1,2,-0.0008436239034445868,-0.0002812079678148623
Ridge,002444.XSHE,62,37,25,-0.004860905981337132,-7.840170937640535e-05
Ridge,002458.XSHE,61,40,21,0.0008280019505025798,1.3573802467255408e-05
Ridge,002465.XSHE,23,7,16,2.7097196526957226e-05,1.1781389794329228e-06
Ridge,002468.XSHE,59,29,30,0.0039049846420289207,6.618618037337153e-05
Ridge,002480.XSHE,55,25,30,0.0031249557175934825,5.681737668351786e-05
Ridge,002490.XSHE,38,18,20,0.0021852758083973356,5.750725811571936e-05
Ridge,002491.XSHE,36,17,19,0.0011026785245962052,3.0629959016561254e-05
Ridge,002497.XSHE,12,5,7,0.0018270377642668053,0.00015225314702223378
Ridge,002503.XSHE,29,15,14,-0.002922624938986726,-0.0001007801703098871
Ridge,002505.XSHE,48,17,31,0.008100846176154393,0.0001687676286698832
Ridge,002506.XSHE,36,6,30,0.0048890286543641324,0.00013580635151011478
Ridge,002507.XSHE,27,19,8,0.002992198207016742,0.00011082215581543489
Ridge,002508.XSHE,54,38,16,-0.0013292867353803808,-2.461642102556261e-05
Ridge,002511.XSHE,37,18,19,0.004376368175448351,0.00011828022095806356
Ridge,002517.XSHE,38,29,9,0.0017262434356550475,4.5427458833027566e-05
Ridge,002531.XSHE,17,9,8,0.0005704802711726662,3.355766301015684e-05
Ridge,002532.XSHE,46,24,22,0.0010320045703779718,2.2434881964738518e-05
Ridge,002551.XSHE,47,25,22,0.002638072463689448,5.612920135509464e-05
Ridge,002557.XSHE,52,41,11,0.00672776762391427,0.00012938014661373597
Ridge,002563.XSHE,15,6,9,0.0017990348206432915,0.00011993565470955276
Ridge,002568.XSHE,17,12,5,0.002101219090691295,0.00012360112298184087
Ridge,002572.XSHE,54,34,20,-0.002380497589027179,-4.4083288685688505e-05
Ridge,002583.XSHE,38,13,25,0.0010207204688681207,2.68610649702137e-05
Ridge,002588.XSHE,29,12,17,0.0009957402577570502,3.4335870957139664e-05
Ridge,002595.XSHE,27,17,10,0.0026946722634954576,9.98026764257577e-05
Ridge,002603.XSHE,80,46,34,-0.013277160712216815,-0.00016596450890271017
Ridge,002624.XSHE,27,6,21,-0.0005217564097578685,-1.932431147251365e-05
Ridge,002625.XSHE,23,11,12,0.0013822203885959184,6.009653863460515e-05
Ridge,002640.XSHE,47,20,27,-0.00033706444192096443,-7.171583870658817e-06
Ridge,002642.XSHE,69,32,37,0.009962501767125188,0.00014438408358152447
Ridge,002648.XSHE,17,14,3,0.0025281167291651193,0.00014871274877441878
Ridge,002653.XSHE,59,41,18,0.009862802003907234,0.00016716613565944465
Ridge,002665.XSHE,51,25,26,0.0030350638816209023,5.951105650237063e-05
Ridge,002670.XSHE,34,9,25,-0.004594385567473249,-0.00013512898727862497
Ridge,002681.XSHE,40,17,23,0.004864869561989555,0.00012162173904973887
Ridge,002683.XSHE,48,26,22,0.002239425063983474,4.6654688832989046e-05
Ridge,002690.XSHE,38,17,21,0.00310131397376829,8.161352562548131e-05
Ridge,002699.XSHE,25,15,10,0.005753354173932119,0.00023013416695728478
Ridge,002701.XSHE,26,11,15,0.00044925209147092147,1.727892659503544e-05
Ridge,002705.XSHE,52,33,19,-0.003483480818094795,-6.699001573259221e-05
Ridge,002707.XSHE,71,42,29,0.002654291278670073,3.738438420662075e-05
Ridge,002738.XSHE,18,8,10,0.001595039251421554,8.861329174564189e-05
Ridge,002739.XSHE,29,8,21,-0.002122416501219075,-7.318677590410603e-05
Ridge,002745.XSHE,27,7,20,-0.0009328973269812056,-3.455175285115576e-05
Ridge,002756.XSHE,39,31,8,-0.0019199867164415695,-4.923042862670691e-05
Ridge,002815.XSHE,9,5,4,0.0021479946026075124,0.00023866606695639026
Ridge,002818.XSHE,44,22,22,0.003291470071461464,7.480613798776054e-05
Ridge,002831.XSHE,44,33,11,0.003437558723740789,7.812633463047248e-05
Ridge,002850.XSHE,20,10,10,0.0018275938564317163,9.137969282158582e-05
Ridge,002867.XSHE,26,16,10,-0.0020349064399135413,-7.826563230436697e-05
Ridge,002901.XSHE,45,27,18,0.0007292114761876737,1.6204699470837194e-05
Ridge,002925.XSHE,29,13,16,0.0031877775175528206,0.00010992336267423519
Ridge,002946.XSHE,23,7,16,0.0010814304740377452,4.7018716262510663e-05
Ridge,002957.XSHE,44,22,22,0.007945541865005434,0.00018058049693194168
Ridge,002985.XSHE,50,35,15,-0.002827112782545563,-5.654225565091126e-05
Ridge,003022.XSHE,77,48,29,0.0009263889541640723,1.2031025378754186e-05
Ridge,003035.XSHE,21,9,12,0.0014091529505424769,6.710252145440366e-05
Ridge,300001.XSHE,39,13,26,0.005803411384463405,0.00014880542011444628
Ridge,300002.XSHE,28,13,15,0.002431320472222654,8.683287400795193e-05
Ridge,300003.XSHE,10,8,2,0.0024141665517550177,0.00024141665517550176
Ridge,300009.XSHE,22,6,16,-0.0006810761197073947,-3.095800544124521e-05
Ridge,300010.XSHE,79,28,51,-0.005198648267577626,-6.58056742731345e-05
Ridge,300012.XSHE,28,18,10,0.0027912466033787713,9.968737869209897e-05
Ridge,300017.XSHE,24,6,18,-0.0012839810426331923,-5.3499210109716345e-05
Ridge,300024.XSHE,22,8,14,0.002065159969117117,9.387090768714167e-05
Ridge,300026.XSHE,50,24,26,-0.002377397179011105,-4.75479435802221e-05
Ridge,300032.XSHE,32,16,16,-0.0005679276643340411,-1.7747739510438784e-05
Ridge,300037.XSHE,57,37,20,0.0031579139109099807,5.540199843701721e-05
Ridge,300058.XSHE,61,43,18,0.0033240733731184115,5.449300611669527e-05
Ridge,300070.XSHE,10,1,9,0.0010655804820046712,0.00010655804820046711
Ridge,300072.XSHE,41,21,20,0.005945995473936251,0.0001450242798521037
Ridge,300073.XSHE,42,30,12,-0.004377767277257674,-0.0001042325542204208
Ridge,300088.XSHE,26,10,16,0.004025695380850784,0.00015483443772503017
Ridge,300113.XSHE,63,30,33,-0.0007407789549560615,-1.1758396110413674e-05
Ridge,300115.XSHE,54,38,16,-0.004901686985050614,-9.077198120464099e-05
Ridge,300116.XSHE,25,7,18,-0.00029582045683959715,-1.1832818273583885e-05
Ridge,300133.XSHE,5,4,1,-0.0006783049620326533,-0.00013566099240653066
Ridge,300136.XSHE,17,5,12,0.004138950978000057,0.00024346770458823867
Ridge,300144.XSHE,28,12,16,-2.990179369040046e-05,-1.0679212032285878e-06
Ridge,300146.XSHE,30,18,12,-0.0005327704339636533,-1.775901446545511e-05
Ridge,300147.XSHE,64,34,30,-0.006216718782845106,-9.713623098195478e-05
Ridge,300159.XSHE,9,3,6,0.0041212017866918875,0.00045791130963243197
Ridge,300166.XSHE,23,10,13,0.006259101141630316,0.00027213483224479635
Ridge,300168.XSHE,33,15,18,-0.0005706110303107899,-1.7291243342751207e-05
Ridge,300182.XSHE,36,16,20,0.001058803318369569,2.9411203288043585e-05
Ridge,300197.XSHE,14,3,11,0.0010298117580236894,7.355798271597782e-05
Ridge,300199.XSHE,108,82,26,-0.0016512645057554214,-1.528948616440205e-05
Ridge,300207.XSHE,24,12,12,-0.0001915113980703704,-7.979641586265433e-06
Ridge,300212.XSHE,68,40,28,0.008364216251754701,0.00012300318017286326
Ridge,300223.XSHE,22,14,8,-0.00027642538268378924,-1.256479012199042e-05
Ridge,300244.XSHE,26,13,13,-0.0033777867983803824,-0.00012991487686078395
Ridge,300251.XSHE,40,24,16,-8.823708607622331e-05,-2.2059271519055827e-06
Ridge,300253.XSHE,41,22,19,-0.0006686812818914045,-1.6309299558326938e-05
Ridge,300257.XSHE,30,17,13,0.0015674239152230704,5.224746384076901e-05
Ridge,300271.XSHE,8,1,7,0.0032439930019038518,0.00040549912523798147
Ridge,300273.XSHE,9,2,7,0.001519045909912713,0.00016878287887919034
Ridge,300285.XSHE,38,22,16,0.00420312172687768,0.00011060846649678106
Ridge,300291.XSHE,29,17,12,0.0029894384620005555,0.00010308408489657088
Ridge,300296.XSHE,11,1,10,0.0026848267405579513,0.00024407515823254104
Ridge,300297.XSHE,12,6,6,0.00041375502790845894,3.447958565903825e-05
Ridge,300308.XSHE,34,20,14,-0.005655174165889373,-0.00016632865193792274
Ridge,300315.XSHE,17,1,16,0.0014674731669340022,8.632195099611778e-05
Ridge,300324.XSHE,39,17,22,0.00823507552000375,0.00021115578256419873
Ridge,300357.XSHE,55,38,17,0.0011930528892493235,2.1691870713624065e-05
Ridge,300363.XSHE,79,42,37,-0.009090667464972314,-0.00011507174006294068
Ridge,300373.XSHE,13,6,7,0.001750665179618432,0.00013466655227834093
Ridge,300376.XSHE,29,14,15,-0.00013792665752379758,-4.7560916387516406e-06
Ridge,300383.XSHE,32,8,24,0.001857940514564396,5.806064108013738e-05
Ridge,300390.XSHE,25,16,9,-0.000319985993019183,-1.279943972076732e-05
Ridge,300418.XSHE,37,14,23,0.007060046761953892,0.0001908120746474025
Ridge,300459.XSHE,7,5,2,0.00012497525545535984,1.7853607922194264e-05
Ridge,300463.XSHE,22,8,14,-0.0003801187489924174,-1.727812495420079e-05
Ridge,300474.XSHE,78,42,36,0.005136969686094076,6.585858571915482e-05
Ridge,300482.XSHE,46,24,22,0.000879367063800906,1.9116675300019694e-05
Ridge,300558.XSHE,51,33,18,-0.0017137015068610392,-3.3601990330608615e-05
Ridge,300568.XSHE,7,1,6,0.002900107171131482,0.00041430102444735457
Ridge,300604.XSHE,24,12,12,-0.0026648613327178838,-0.00011103588886324516
Ridge,300618.XSHE,23,8,15,0.004174906902234567,0.00018151769140150293
Ridge,300630.XSHE,39,15,24,0.0037406609726554204,9.591438391424155e-05
Ridge,300676.XSHE,13,5,8,0.003412054801738747,0.0002624657539799036
Ridge,300677.XSHE,18,10,8,0.00041765922800605525,2.3203290444780847e-05
Ridge,300682.XSHE,20,8,12,-0.0016480716751136534,-8.240358375568267e-05
Ridge,300699.XSHE,53,48,5,0.002725400223266905,5.142264572201708e-05
Ridge,300724.XSHE,82,59,23,0.006011331150532271,7.330891646990574e-05
Ridge,300741.XSHE,27,8,19,0.0008855170808607547,3.279692892076869e-05
Ridge,300751.XSHE,19,14,5,-0.0014682508936703122,-7.727636282475327e-05
Ridge,300763.XSHE,30,18,12,0.005368150930724295,0.0001789383643574765
Ridge,300769.XSHE,30,19,11,-0.002211385159266314,-7.371283864221046e-05
Ridge,300776.XSHE,25,14,11,0.000618029278238333,2.4721171129533317e-05
Ridge,300832.XSHE,46,34,12,0.001326165993240657,2.8829695505231676e-05
Ridge,300850.XSHE,9,6,3,-0.0010702488434637585,-0.00011891653816263983
Ridge,300861.XSHE,11,9,2,0.0005165353719702755,4.695776108820686e-05
Ridge,300866.XSHE,7,5,2,0.00016402531771516214,2.343218824502316e-05
Ridge,300869.XSHE,44,19,25,0.0033906864792445563,7.706105634646719e-05
Ridge,300888.XSHE,41,37,4,0.008254919503010225,0.00020133950007342012
Ridge,301029.XSHE,18,17,1,0.0014942157554192275,8.301198641217931e-05
Ridge,600006.XSHG,31,16,15,-0.004689260438727378,-0.00015126646576539928
Ridge,600008.XSHG,6,0,6,-0.0001943123903757639,-3.2385398395960647e-05
Ridge,600021.XSHG,58,26,32,0.0028404039009510508,4.8972481050880185e-05
Ridge,600022.XSHG,10,0,10,-0.0013102084961336582,-0.00013102084961336583
Ridge,600026.XSHG,80,52,28,-0.0034531246862436592,-4.316405857804574e-05
