model,id,tail_periods,top_periods,bottom_periods,cumulative_signed_contribution_decimal,mean_signed_contribution_decimal
FinPFN,688029.XSHG,61,14,47,0.0014234408582595966,2.333509603704257e-05
FinPFN,688063.XSHG,18,4,14,0.0020654997117406627,0.00011474998398559237
FinPFN,688065.XSHG,13,3,10,0.002218442063421409,0.00017064938949395454
FinPFN,688088.XSHG,40,15,25,0.0006693990366868901,1.6734975917172252e-05
FinPFN,688099.XSHG,59,25,34,0.009820796893381827,0.00016645418463359028
FinPFN,688116.XSHG,14,3,11,0.0017460380720900157,0.00012471700514928683
FinPFN,688122.XSHG,35,18,17,0.0025485132691005974,7.281466483144564e-05
FinPFN,688185.XSHG,45,13,32,-0.003091929963230824,-6.870955473846275e-05
FinPFN,688188.XSHG,73,15,58,-0.0024240977571562215,-3.3206818591181114e-05
FinPFN,688208.XSHG,52,13,39,-0.008478503569844871,-0.00016304814557393984
FinPFN,688289.XSHG,32,8,24,-0.0005482895952242024,-1.7134049850756324e-05
FinPFN,688301.XSHG,19,3,16,0.0022022314558138357,0.00011590691872704398
FinPFN,688321.XSHG,31,18,13,0.0020734388416135405,6.688512392301743e-05
FinPFN,688385.XSHG,10,2,8,-0.0002961686025393793,-2.961686025393793e-05
FinPFN,688390.XSHG,51,11,40,-0.005330420258426733,-0.00010451804428287712
FinPFN,688536.XSHG,60,12,48,0.0023679309522986686,3.946551587164448e-05
FinPFN,688567.XSHG,6,1,5,-0.00027021248560622687,-4.5035414267704476e-05
FinPFN,688690.XSHG,6,1,5,0.00234852718675458,0.00039142119779243004
FinPFN,688772.XSHG,13,5,8,-0.001919765563801831,-0.0001476742741386024
FinPFN,688777.XSHG,30,18,12,-0.004633512813196445,-0.00015445042710654817
FinPFN,688779.XSHG,5,4,1,-0.0003566402754609926,-7.132805509219852e-05
FinPFN,688819.XSHG,24,8,16,0.0007289634040794116,3.0373475169975485e-05
LightGBM,000008.XSHE,17,6,11,0.003258889080513075,0.0001916993576772397
LightGBM,000009.XSHE,41,12,29,0.005389123165773466,0.0001314420284334992
LightGBM,000012.XSHE,24,9,15,0.0034933487758268727,0.00014555619899278636
LightGBM,000021.XSHE,20,6,14,0.002098827082703878,0.0001049413541351939
LightGBM,000027.XSHE,6,1,5,-0.00017990301901023623,-2.998383650170604e-05
LightGBM,000028.XSHE,14,1,13,0.0022116113443525383,0.00015797223888232417
LightGBM,000031.XSHE,21,7,14,-0.002032104870061435,-9.676689857435405e-05
LightGBM,000039.XSHE,17,6,11,0.00508973436288799,0.0002993961389934112
LightGBM,000046.XSHE,21,8,13,-0.0011007604324976036,-5.241716345226684e-05
LightGBM,000050.XSHE,10,0,10,0.001300613295690906,0.0001300613295690906
LightGBM,000060.XSHE,13,4,9,0.000130519008584705,1.0039923737285e-05
LightGBM,000062.XSHE,26,8,18,0.0009914601386595105,3.813308225613502e-05
LightGBM,000078.XSHE,17,3,14,0.001542437169924569,9.0731598230857e-05
LightGBM,000089.XSHE,23,10,13,-0.004149706549643138,-0.00018042202389752774
LightGBM,000090.XSHE,12,7,5,-0.001077093806430159,-8.975781720251326e-05
LightGBM,000099.XSHE,15,10,5,-0.0010514039268130072,-7.009359512086715e-05
LightGBM,000155.XSHE,6,0,6,0.0007129401505263384,0.0001188233584210564
LightGBM,000156.XSHE,14,8,6,0.0035916254394845254,0.00025654467424889466
LightGBM,000158.XSHE,38,8,30,0.00048215643413964705,1.2688327214201238e-05
LightGBM,000400.XSHE,44,20,24,-0.0008038394680757845,-1.8269078819904194e-05
LightGBM,000401.XSHE,16,3,13,0.000888675362594371,5.554221016214819e-05
LightGBM,000402.XSHE,28,5,23,-0.0039335414834168895,-0.00014048362440774605
LightGBM,000415.XSHE,11,2,9,0.00025132416649975645,2.284765149997786e-05
LightGBM,000417.XSHE,20,5,15,-0.0010293066263263161,-5.146533131631581e-05
LightGBM,000488.XSHE,1,1,0,-0.0001861431464705197,-0.0001861431464705197
LightGBM,000501.XSHE,12,3,9,-0.0007689109583261266,-6.407591319384388e-05
LightGBM,000510.XSHE,55,8,47,-0.0033767742386803627,-6.139589524873387e-05
LightGBM,000513.XSHE,23,8,15,0.0020441150338755924,8.887456669024316e-05
LightGBM,000519.XSHE,91,39,52,0.004315864274463578,4.7427079939160196e-05
LightGBM,000528.XSHE,11,2,9,-0.0004351924222929025,-3.956294748117296e-05
LightGBM,000536.XSHE,21,7,14,0.003906140987394361,0.00018600671368544576
LightGBM,000537.XSHE,77,44,33,-0.004294418252987722,-5.5771665623217174e-05
LightGBM,000540.XSHE,49,29,20,-0.00600820041302084,-0.00012261633495960897
LightGBM,000541.XSHE,26,10,16,0.0019653139199999224,7.558899692307394e-05
LightGBM,000547.XSHE,43,8,35,0.0010067585543221198,2.3412989635398138e-05
LightGBM,000553.XSHE,36,17,19,-8.023383668387374e-05,-2.2287176856631595e-06
LightGBM,000559.XSHE,6,4,2,-0.00011586790830743258,-1.9311318051238763e-05
LightGBM,000563.XSHE,11,11,0,-0.0012178162066878865,-0.00011071056424435331
LightGBM,000572.XSHE,37,8,29,-0.001215350863544423,-3.284732063633576e-05
LightGBM,000581.XSHE,16,11,5,-0.0017534335750742332,-0.00010958959844213958
LightGBM,000591.XSHE,1,0,1,0.00016300523658495706,0.00016300523658495706
LightGBM,000598.XSHE,9,2,7,-0.00026294048415830316,-2.9215609350922572e-05
LightGBM,000623.XSHE,9,1,8,-0.0011865323446876043,-0.00013183692718751159
LightGBM,000629.XSHE,67,20,47,-0.0019723782586630973,-2.943848147258354e-05
LightGBM,000630.XSHE,44,10,34,-0.0023873293935105333,-5.4257486216148485e-05
LightGBM,000636.XSHE,28,6,22,0.004790390771011105,0.00017108538467896803
LightGBM,000655.XSHE,36,18,18,-0.0022200323446150807,-6.166756512819668e-05
LightGBM,000656.XSHE,53,38,15,-7.127019602197742e-05,-1.3447206796599513e-06
LightGBM,000671.XSHE,67,29,38,-0.001285626528429991,-1.918845564820882e-05
LightGBM,000680.XSHE,20,8,12,-0.0005762125960355779,-2.8810629801778895e-05
LightGBM,000681.XSHE,26,16,10,0.004390252703146662,0.00016885587319794855
LightGBM,000683.XSHE,13,4,9,-0.00033500544251447654,-2.5769649424190504e-05
LightGBM,000685.XSHE,3,1,2,5.4815764065459065e-05,1.827192135515302e-05
LightGBM,000690.XSHE,19,12,7,0.00012656253558880983,6.66118608362157e-06
LightGBM,000703.XSHE,6,2,4,-0.001876763544632067,-0.0003127939241053445
LightGBM,000709.XSHE,12,4,8,0.0011478560210809968,9.56546684234164e-05
LightGBM,000717.XSHE,14,8,6,0.0003642410443144038,2.601721745102884e-05
LightGBM,000718.XSHE,17,3,14,0.0015845717483386182,9.321010284344812e-05
LightGBM,000723.XSHE,31,18,13,-0.00504564997859222,-0.0001627629025352329
LightGBM,000729.XSHE,32,18,14,0.002403222226405931,7.510069457518534e-05
LightGBM,000732.XSHE,28,11,17,0.0031007705322169594,0.00011074180472203426
LightGBM,000733.XSHE,47,43,4,-0.0025647674240411146,-5.4569519660449246e-05
LightGBM,000738.XSHE,25,16,9,-0.001967062764600017,-7.868251058400067e-05
LightGBM,000739.XSHE,68,33,35,0.003965473627110208,5.831578863397365e-05
LightGBM,000758.XSHE,2,0,2,0.0002160909514447111,0.00010804547572235555
LightGBM,000766.XSHE,41,16,25,0.003976669962217166,9.699195029797965e-05
LightGBM,000777.XSHE,17,6,11,-0.004735770802148539,-0.00027857475306756113
LightGBM,000778.XSHE,18,7,11,0.005229808082809846,0.00029054489348943587
LightGBM,000785.XSHE,19,11,8,0.0022637368462342803,0.00011914404453864633
LightGBM,000799.XSHE,80,50,30,0.005097794989239349,6.372243736549187e-05
LightGBM,000807.XSHE,49,23,26,0.003665925564395641,7.481480743664573e-05
LightGBM,000809.XSHE,15,12,3,-0.004582411667078813,-0.00030549411113858755
LightGBM,000816.XSHE,38,10,28,0.000703411175968202,1.851082042021584e-05
LightGBM,000825.XSHE,13,2,11,0.0009940845935740824,7.64680456595448e-05
LightGBM,000826.XSHE,39,9,30,0.0040115768009193285,0.00010286094361331612
LightGBM,000830.XSHE,30,10,20,0.0031576063916783003,0.00010525354638927668
LightGBM,000831.XSHE,43,16,27,-0.005020359579573079,-0.00011675254836216463
LightGBM,000850.XSHE,26,7,19,0.0033113633463912402,0.0001273601287073554
LightGBM,000852.XSHE,32,13,19,0.0020136076866874614,6.292524020898317e-05
LightGBM,000861.XSHE,40,17,23,0.002216455865475953,5.5411396636898823e-05
LightGBM,000869.XSHE,25,12,13,0.0002801232524929369,1.1204930099717476e-05
LightGBM,000877.XSHE,11,6,5,0.002578303390722898,0.00023439121733844528
LightGBM,000878.XSHE,17,5,12,-0.0007089305020722256,-4.170179423954268e-05
LightGBM,000883.XSHE,19,2,17,6.90232930531136e-05,3.632804897532295e-06
LightGBM,000887.XSHE,66,39,27,0.0024069846831141343,3.64694648956687e-05
LightGBM,000897.XSHE,29,11,18,-0.0018481448015902836,-6.372913108932013e-05
LightGBM,000898.XSHE,7,0,7,-0.00019615194731348562,-2.8021706759069375e-05
LightGBM,000919.XSHE,44,20,24,0.002889505001059946,6.567056820590786e-05
LightGBM,000930.XSHE,12,6,6,-0.0010504246112013475,-8.753538426677895e-05
LightGBM,000932.XSHE,23,7,16,-0.0012942498442844055,-5.6271732360191545e-05
LightGBM,000937.XSHE,43,8,35,4.958706217191749e-05,1.1531874923701741e-06
LightGBM,000959.XSHE,17,4,13,0.002425982546089094,0.00014270485565229965
LightGBM,000960.XSHE,40,14,26,-0.0004730294553558252,-1.182573638389563e-05
LightGBM,000961.XSHE,44,18,26,0.0059529130942076675,0.00013529347941381063
LightGBM,000962.XSHE,34,15,19,0.0007718855791583437,2.2702517034068934e-05
LightGBM,000967.XSHE,10,8,2,0.0013686204440614587,0.00013686204440614588
LightGBM,000970.XSHE,43,14,29,0.00551070792979108,0.00012815599836723442
LightGBM,000975.XSHE,75,31,44,0.0013768205975370575,1.8357607967160767e-05
LightGBM,000980.XSHE,31,19,12,-0.0008828123630175319,-2.8477818161855866e-05
LightGBM,000981.XSHE,13,2,11,0.0029829558882128516,0.00022945814524714242
LightGBM,000982.XSHE,8,5,3,0.0008664679301512877,0.00010830849126891096
LightGBM,000983.XSHE,68,18,50,-0.006048042980997753,-8.894180854408459e-05
LightGBM,000987.XSHE,18,11,7,0.0012019722520676514,6.677623622598063e-05
LightGBM,000988.XSHE,32,7,25,0.0010692753673284218,3.341485522901318e-05
LightGBM,000990.XSHE,22,3,19,-0.000954576663649124,-4.3389848347687455e-05
LightGBM,000997.XSHE,22,9,13,-0.0003602351915260671,-1.6374326887548506e-05
LightGBM,000998.XSHE,26,12,14,0.004647920152747142,0.00017876615972104392
LightGBM,000999.XSHE,72,48,24,-0.001224148476429866,-1.7002062172637028e-05
LightGBM,001203.XSHE,36,20,16,0.0015552765561408425,4.3202126559467846e-05
LightGBM,001872.XSHE,25,7,18,0.0031678663691112074,0.0001267146547644483
LightGBM,001914.XSHE,59,30,29,-0.0012543541093260073,-2.126023914111877e-05
LightGBM,001965.XSHE,34,25,9,0.0008998351450172424,2.646573955933066e-05
LightGBM,002002.XSHE,27,18,9,0.0023093255926384757,8.553057750512874e-05
LightGBM,002004.XSHE,11,5,6,-0.0005381333001746821,-4.892120910678928e-05
LightGBM,002010.XSHE,10,1,9,0.0015271393752665427,0.00015271393752665428
LightGBM,002011.XSHE,72,36,36,0.00385434096164778,5.353251335621917e-05
LightGBM,002013.XSHE,21,13,8,0.00045773478189309037,2.1796894375861446e-05
LightGBM,002019.XSHE,23,9,14,0.0036575200744120577,0.00015902261193095904
LightGBM,002025.XSHE,7,3,4,0.00039352096969701205,5.621728138528743e-05
LightGBM,002028.XSHE,48,30,18,0.005802911833590286,0.00012089399653313097
LightGBM,002030.XSHE,25,10,15,0.00013444237849765772,5.377695139906309e-06
LightGBM,002038.XSHE,11,4,7,0.0016469462531300827,0.00014972238664818932
LightGBM,002048.XSHE,26,11,15,-0.0005323775731027691,-2.047606050395266e-05
LightGBM,002051.XSHE,39,20,19,-0.0012223823991436825,-3.1343138439581604e-05
LightGBM,002056.XSHE,61,22,39,0.003019288755545068,4.9496536976148654e-05
LightGBM,002065.XSHE,17,6,11,0.0008879377817323986,5.223163421955286e-05
LightGBM,002069.XSHE,28,14,14,0.0015551926482405025,5.554259458001794e-05
LightGBM,002074.XSHE,35,8,27,-0.0015634076528988708,-4.466879008282488e-05
LightGBM,002075.XSHE,15,2,13,-0.00021561154814497363,-1.4374103209664908e-05
LightGBM,002078.XSHE,21,12,9,-0.0001691295343743038,-8.053787351157324e-06
LightGBM,002080.XSHE,27,6,21,-0.00040002896898779357,-1.481588774028865e-05
LightGBM,002081.XSHE,17,7,10,0.001338640266665541,7.8743545097973e-05
LightGBM,002085.XSHE,7,1,6,-0.0005734504989413154,-8.192149984875935e-05
LightGBM,002092.XSHE,35,10,25,-0.0002478682238553811,-7.081949253010889e-06
LightGBM,002093.XSHE,55,17,38,-0.0007760041497873045,-1.4109166359769173e-05
LightGBM,002110.XSHE,17,5,12,0.0006839898157361497,4.023469504330292e-05
LightGBM,002118.XSHE,28,8,20,0.006780559560871718,0.00024216284145970422
LightGBM,002122.XSHE,5,2,3,-0.002093804776005074,-0.00041876095520101476
LightGBM,002124.XSHE,40,23,17,0.0009590977751482517,2.397744437870629e-05
LightGBM,002127.XSHE,13,7,6,0.0019437010438879388,0.00014951546491445683
LightGBM,002128.XSHE,27,14,13,0.0014446003211137013,5.350371559680375e-05
LightGBM,002131.XSHE,17,8,9,0.0008214897550675014,4.8322926768676554e-05
LightGBM,002138.XSHE,38,14,24,0.004844420918224331,0.00012748476100590345
LightGBM,002140.XSHE,39,21,18,-0.004995398070403,-0.00012808713001033335
LightGBM,002146.XSHE,33,15,18,0.004017113621838629,0.0001217307158132918
LightGBM,002152.XSHE,21,14,7,-0.00048716906182920085,-2.3198526753771468e-05
LightGBM,002153.XSHE,52,19,33,-0.002455676386133785,-4.7224545887188175e-05
LightGBM,002155.XSHE,66,28,38,0.00751910074121458,0.00011392576880628151
LightGBM,002156.XSHE,59,29,30,-2.3446764439218515e-05,-3.974027871053986e-07
LightGBM,002174.XSHE,13,2,11,-0.00046845163620779396,-3.6034741246753384e-05
LightGBM,002180.XSHE,38,29,9,0.0033305428257370488,8.764586383518549e-05
LightGBM,002183.XSHE,28,9,19,0.005762817634375731,0.00020581491551341895
LightGBM,002185.XSHE,22,3,19,-0.00025338719512514726,-1.1517599778415784e-05
LightGBM,002191.XSHE,38,20,18,0.0028917543585862708,7.609879891016502e-05
LightGBM,002192.XSHE,25,24,1,-0.0052499758830517156,-0.00020999903532206861
LightGBM,002195.XSHE,26,11,15,-0.0016892062033913215,-6.496946936120467e-05
LightGBM,002203.XSHE,19,8,11,0.001827461170568574,9.618216687203021e-05
LightGBM,002212.XSHE,38,18,20,0.0017956854016005649,4.725487898948855e-05
LightGBM,002221.XSHE,27,10,17,0.007656129292216525,0.00028356034415616757
LightGBM,002223.XSHE,42,21,21,-0.003281543487568491,-7.813198779924979e-05
LightGBM,002233.XSHE,9,0,9,0.00012526466857908967,1.3918296508787742e-05
LightGBM,002238.XSHE,52,15,37,-0.003881862607172912,-7.465120398409447e-05
LightGBM,002240.XSHE,32,21,11,0.0033076157891810537,0.00010336299341190793
LightGBM,002242.XSHE,30,16,14,0.005565643535135483,0.00018552145117118276
LightGBM,002244.XSHE,86,40,46,9.938319257844351e-05,1.1556185183539944e-06
LightGBM,002249.XSHE,9,3,6,-0.000750281420777542,-8.336460230861578e-05
LightGBM,002250.XSHE,49,24,25,-0.001225701009062321,-2.5014306307394306e-05
LightGBM,002266.XSHE,2,1,1,0.000491466827115866,0.000245733413557933
LightGBM,002268.XSHE,71,43,28,0.00205586216224499,2.8955805102042112e-05
LightGBM,002269.XSHE,41,12,29,-0.00036242382131935764,-8.839605398033113e-06
LightGBM,002273.XSHE,21,13,8,-0.00412569905189844,-0.0001964618596142114
LightGBM,002275.XSHE,39,23,16,-0.004449258086520858,-0.000114083540680022
LightGBM,002280.XSHE,36,13,23,0.0068860867150192925,0.00019128018652831368
LightGBM,002281.XSHE,30,6,24,-0.0020840682698793013,-6.946894232931005e-05
LightGBM,002294.XSHE,64,38,26,0.002162419768362302,3.3787808880660966e-05
LightGBM,002299.XSHE,28,12,16,0.004679243145538095,0.00016711582662636053
LightGBM,002302.XSHE,9,2,7,0.0012923513646279684,0.00014359459606977428
LightGBM,002315.XSHE,44,20,24,0.001878450394009515,4.2692054409307155e-05
LightGBM,002317.XSHE,83,43,40,-0.006607688561552204,-7.961070556086992e-05
LightGBM,002325.XSHE,31,9,22,0.006679916481023819,0.00021548117680721997
LightGBM,002326.XSHE,15,6,9,0.0041189111191968315,0.0002745940746131221
LightGBM,002340.XSHE,21,7,14,-0.000364590043727758,-1.736143065370276e-05
LightGBM,002342.XSHE,26,7,19,0.0007993023485044757,3.074239801940291e-05
LightGBM,002353.XSHE,43,28,15,0.002954747201084715,6.871505118801663e-05
LightGBM,002354.XSHE,66,20,46,-0.0032292725948252646,-4.8928372648867645e-05
LightGBM,002366.XSHE,28,18,10,0.0036169095958903433,0.0001291753427103694
LightGBM,002368.XSHE,66,22,44,0.008884591857051517,0.0001346150281371442
LightGBM,002372.XSHE,43,27,16,-0.0007785739933146078,-1.810637193754902e-05
LightGBM,002373.XSHE,22,1,21,-0.0007095243146709602,-3.225110521231637e-05
LightGBM,002375.XSHE,27,7,20,0.005194421209941902,0.00019238597073858895
LightGBM,002382.XSHE,31,9,22,0.0015234554400401414,4.914372387226263e-05
LightGBM,002384.XSHE,63,38,25,0.0006210836810308575,9.858471127473928e-06
LightGBM,002385.XSHE,41,6,35,0.0033098977406269266,8.072921318602259e-05
LightGBM,002387.XSHE,33,6,27,0.0040448889830381534,0.0001225723934253986
LightGBM,002390.XSHE,29,14,15,-0.0005641530239996536,-1.945355255171219e-05
LightGBM,002392.XSHE,13,5,8,-0.0015800912596656293,-0.00012154548151274072
LightGBM,002396.XSHE,19,1,18,0.00010609617927849149,5.5840094357100786e-06
LightGBM,002399.XSHE,46,19,27,-0.004466950239671492,-9.710761390590199e-05
LightGBM,002407.XSHE,32,14,18,0.0018481412647688498,5.775441452402656e-05
LightGBM,002408.XSHE,13,0,13,0.00019337446963538801,1.4874959202722156e-05
LightGBM,002409.XSHE,64,47,17,-0.0034081766992970896,-5.3252760926517025e-05
LightGBM,002416.XSHE,41,20,21,0.005538762403303561,0.0001350917659342332
LightGBM,002419.XSHE,42,10,32,0.007626720817536393,0.00018158859089372365
LightGBM,002422.XSHE,49,30,19,1.1262178592433432e-05,2.29840379437417e-07
LightGBM,002423.XSHE,23,6,17,0.0012409547301243727,5.395455348366838e-05
LightGBM,002424.XSHE,46,25,21,0.0053066799287996395,0.00011536260714781825
LightGBM,002426.XSHE,32,13,19,-0.0021778360018682905,-6.805737505838408e-05
LightGBM,002429.XSHE,21,14,7,-0.000982593762078685,-4.679017914660405e-05
LightGBM,002430.XSHE,52,29,23,0.007284661818081046,0.00014008965034771243
LightGBM,002431.XSHE,38,22,16,-0.00918162610401961,-0.00024162173957946345
LightGBM,002434.XSHE,48,15,33,0.004459778721821944,9.291205670462385e-05
LightGBM,002439.XSHE,47,26,21,0.006370047659979667,0.00013553292893573758
LightGBM,002440.XSHE,3,0,3,-0.000449023647081089,-0.00014967454902702968
LightGBM,002444.XSHE,70,43,27,-0.011059822632960879,-0.00015799746618515542
LightGBM,002458.XSHE,63,34,29,0.0032330591610289254,5.131839938141151e-05
LightGBM,002465.XSHE,9,1,8,0.0013064310235775675,0.00014515900261972972
LightGBM,002468.XSHE,54,31,23,3.86764716566929e-05,7.162309566054241e-07
LightGBM,002480.XSHE,46,10,36,0.008515885652891615,0.00018512794897590466
LightGBM,002490.XSHE,42,17,25,-0.0048295376082047444,-0.00011498899067154154
LightGBM,002491.XSHE,35,10,25,-0.0006475925158589452,-1.8502643310255577e-05
LightGBM,002497.XSHE,16,9,7,0.0021466822301466535,0.00013416763938416584
LightGBM,002503.XSHE,17,12,5,0.0008320299722074519,4.894293954161482e-05
LightGBM,002505.XSHE,29,10,19,-0.0005607890135504862,-1.9337552191396074e-05
LightGBM,002506.XSHE,28,10,18,0.0029861630156348866,0.00010664867912981738
LightGBM,002507.XSHE,26,12,14,0.0029581756265334774,0.00011377598563590297
LightGBM,002508.XSHE,44,24,20,-0.0018627066254483736,-4.233424148746304e-05
LightGBM,002511.XSHE,23,10,13,0.0003730408414105618,1.6219167017850513e-05
LightGBM,002517.XSHE,39,25,14,0.0007673644066959289,1.967601042810074e-05
LightGBM,002531.XSHE,14,1,13,-0.0028362120297273662,-0.00020258657355195472
LightGBM,002532.XSHE,52,19,33,-0.0008378072867526684,-1.611167859139747e-05
LightGBM,002551.XSHE,40,16,24,0.001163192411614336,2.90798102903584e-05
LightGBM,002557.XSHE,42,26,16,0.006291393252501822,0.00014979507744051956
LightGBM,002563.XSHE,11,4,7,0.0029727881374014904,0.00027025346703649913
LightGBM,002568.XSHE,15,5,10,-7.589554622884967e-05,-5.059703081923311e-06
LightGBM,002572.XSHE,54,29,25,-0.005430482183126399,-0.0001005644848727111
LightGBM,002583.XSHE,36,10,26,0.002339202829905652,6.49778563862681e-05
LightGBM,002588.XSHE,27,15,12,0.004338450908774192,0.00016068336699163674
LightGBM,002595.XSHE,42,23,19,0.0007100704587732099,1.6906439494600235e-05
LightGBM,002603.XSHE,111,53,58,-0.008030294244902179,-7.234499319731692e-05
LightGBM,002624.XSHE,27,9,18,-0.002491943650974059,-9.229420929533552e-05
LightGBM,002625.XSHE,15,12,3,2.8537415837441007e-06,1.902494389162734e-07
LightGBM,002640.XSHE,57,11,46,-0.009137909939812793,-0.00016031420947039987
LightGBM,002642.XSHE,78,27,51,0.008170139567852057,0.00010474537907502637
LightGBM,002648.XSHE,11,7,4,-0.0009903419402244322,-9.003108547494839e-05
LightGBM,002653.XSHE,53,30,23,0.008591398255256235,0.00016210185387275915
LightGBM,002665.XSHE,46,25,21,-0.0013811437646520984,-3.0024864448958663e-05
LightGBM,002670.XSHE,54,25,29,0.0027001184357652993,5.000219325491295e-05
LightGBM,002681.XSHE,29,10,19,0.008628763104279335,0.00029754355531997706
LightGBM,002683.XSHE,33,13,20,-0.001370385851483431,-4.1526843984346395e-05
LightGBM,002690.XSHE,52,31,21,-8.432398423590661e-05,-1.6216150814597426e-06
LightGBM,002699.XSHE,28,14,14,0.004559830887200496,0.00016285110311430344
LightGBM,002701.XSHE,13,1,12,0.0011694298957202014,8.995614582463087e-05
LightGBM,002705.XSHE,43,22,21,0.0038502749024091473,8.954127680021273e-05
LightGBM,002707.XSHE,83,28,55,0.005895010622162913,7.102422436340859e-05
LightGBM,002738.XSHE,27,20,7,0.0007750580692417365,2.870585441636061e-05
LightGBM,002739.XSHE,24,8,16,0.0014627799370872656,6.0949164045302735e-05
LightGBM,002745.XSHE,18,8,10,-0.0006155733264263418,-3.4198518134796766e-05
LightGBM,002756.XSHE,50,39,11,-0.0009780647410263972,-1.9561294820527943e-05
LightGBM,002815.XSHE,12,9,3,0.0023113849250689235,0.0001926154104224103
LightGBM,002818.XSHE,41,25,16,0.003989961725108037,9.73161396367814e-05
LightGBM,002831.XSHE,35,18,17,0.002636510699179707,7.532887711942021e-05
LightGBM,002850.XSHE,32,19,13,-0.005300909712598603,-0.00016565342851870634
LightGBM,002867.XSHE,23,13,10,-0.001600037925431676,-6.956686632311636e-05
LightGBM,002901.XSHE,47,29,18,0.001208964618686724,2.5722651461419656e-05
LightGBM,002925.XSHE,28,14,14,0.00188903088601994,6.746538878642643e-05
LightGBM,002946.XSHE,26,12,14,0.003327517200604326,0.0001279814307924741
LightGBM,002957.XSHE,63,24,39,0.002830189078707115,4.49236361699542e-05
LightGBM,002985.XSHE,42,25,17,0.001220882300678736,2.906862620663657e-05
LightGBM,003022.XSHE,82,50,32,-0.00842172380387731,-0.00010270394882777206
LightGBM,003035.XSHE,24,9,15,0.0012849842645958282,5.3541011024826174e-05
LightGBM,300001.XSHE,29,14,15,0.001740284688658632,6.0009816850297656e-05
LightGBM,300002.XSHE,30,13,17,0.0014243324493304534,4.7477748311015115e-05
LightGBM,300003.XSHE,5,1,4,-0.00036807909048053127,-7.361581809610626e-05
LightGBM,300009.XSHE,23,9,14,0.0006270383796619208,2.726253824617047e-05
LightGBM,300010.XSHE,70,21,49,0.0025135752981500312,3.5908218545000445e-05
LightGBM,300012.XSHE,11,7,4,0.0027950794563079417,0.00025409813239163104
LightGBM,300017.XSHE,20,9,11,4.5653825468272016e-05,2.282691273413601e-06
LightGBM,300024.XSHE,32,5,27,0.0009034284037638495,2.8232137617620296e-05
LightGBM,300026.XSHE,63,30,33,-0.0023318646386342344,-3.701372442276562e-05
LightGBM,300032.XSHE,28,7,21,0.0010279722635485767,3.671329512673488e-05
LightGBM,300037.XSHE,75,49,26,-0.00010422032936791421,-1.3896043915721895e-06
LightGBM,300058.XSHE,61,29,32,0.009312872805698612,0.0001526700459950592
LightGBM,300070.XSHE,7,3,4,-0.0010727488314487155,-0.0001532498330641022
LightGBM,300072.XSHE,25,12,13,0.003046012869034348,0.0001218405147613739
LightGBM,300073.XSHE,70,58,12,-0.00500646872033881,-7.152098171912587e-05
LightGBM,300088.XSHE,23,18,5,0.00038975248970888346,1.6945760422125368e-05
LightGBM,300113.XSHE,50,15,35,-0.0014576859438711449,-2.9153718877422898e-05
LightGBM,300115.XSHE,55,29,26,-0.0007943350806820429,-1.444245601240078e-05
LightGBM,300116.XSHE,11,4,7,0.00023817507066590127,2.165227915144557e-05
LightGBM,300133.XSHE,4,2,2,-1.6322403067289435e-05,-4.080600766822359e-06
LightGBM,300136.XSHE,19,6,13,0.003102132201136411,0.00016327011584928478
LightGBM,300144.XSHE,23,9,14,0.0009716673152054001,4.224640500893044e-05
LightGBM,300146.XSHE,25,13,12,0.0032961118284785904,0.0001318444731391436
LightGBM,300147.XSHE,58,25,33,-0.003799160080784875,-6.550276001353233e-05
LightGBM,300159.XSHE,2,1,1,7.502152735440698e-05,3.751076367720349e-05
LightGBM,300166.XSHE,27,14,13,0.010346822460753732,0.00038321564669458266
LightGBM,300168.XSHE,29,6,23,0.002950537848220093,0.00010174268442138253
LightGBM,300182.XSHE,36,23,13,-8.230891023508458e-05,-2.2863586176412386e-06
LightGBM,300197.XSHE,7,2,5,0.00010320691340611312,1.4743844772301874e-05
LightGBM,300199.XSHE,114,84,30,-0.0012099183502852437,-1.061331886215126e-05
LightGBM,300207.XSHE,38,21,17,-0.0011035598377510487,-2.9041048361869704e-05
LightGBM,300212.XSHE,79,44,35,0.0015416250008406921,1.9514240516970787e-05
LightGBM,300223.XSHE,34,28,6,0.00012583353654081232,3.7009863688474212e-06
LightGBM,300244.XSHE,33,21,12,0.00013902839681387519,4.212981721632581e-06
LightGBM,300251.XSHE,27,7,20,0.00010302436558299952,3.815717243814797e-06
LightGBM,300253.XSHE,42,19,23,-0.0030641207771144145,-7.295525659796225e-05
LightGBM,300257.XSHE,42,19,23,-0.0006670935065680506,-1.588317872781073e-05
LightGBM,300271.XSHE,14,6,8,0.0009573943261340101,6.838530900957215e-05
LightGBM,300273.XSHE,8,2,6,-0.0009386298714938176,-0.0001173287339367272
LightGBM,300285.XSHE,32,13,19,0.0029248138158703145,9.140043174594733e-05
LightGBM,300291.XSHE,35,21,14,0.0040010880288910535,0.00011431680082545868
LightGBM,300296.XSHE,5,1,4,0.0009805324119522459,0.00019610648239044918
LightGBM,300297.XSHE,14,10,4,0.000519713064290647,3.7122361735046215e-05
LightGBM,300308.XSHE,39,25,14,-0.0038752948984510168,-9.936653585771838e-05
LightGBM,300315.XSHE,10,4,6,0.00021353819764592208,2.1353819764592207e-05
