market,model,mean_ic,ir,gross_long_short_sharpe,top40_precision,bottom40_precision,top40_unconditional_overlap,bottom40_unconditional_overlap,conditional_long_retention_if_available,conditional_short_retention_if_available,forced_universe_turnover_long,forced_universe_turnover_short,net_sharpe_10bps
CSI500,FinPFN,0.0455968529139515,0.7120020930739455,4.383558921159609,0.0903654485049833,0.2017441860465116,0.08416666666666667,0.13691666666666666,,,,,-0.9000171051438332
CSI500,Ridge,0.0374090905011318,0.539210391258701,4.888952290269178,0.1487541528239202,0.1895348837209302,0.276,0.2521666666666667,,,,,1.0350463756423836
CSI500,LightGBM,0.0364338702779435,0.5665780547013394,4.810359613592669,0.156063122923588,0.2033222591362126,0.23825000000000002,0.21541666666666667,,,,,0.6856585137160246
CSI500,TabPFN,-0.037758244755383,-0.5228748039641736,-5.192668051967355,0.1419435215946844,0.1303156146179402,0.09108333333333334,0.08358333333333334,,,,,-10.096502818085476
US,FinPFN,0.066537335321633,0.5901714320619875,1.0399494884616165,0.06118881118881119,0.22430069930069932,0.014084507042253521,0.02570422535211268,0.20249915569064503,0.3034144113280804,0.9107042253521126,0.9077464788732392,0.9013267526782681
US,Ridge,0.043944317490418,0.5399171534904327,1.5915836804534569,0.10034965034965035,0.14772727272727273,0.028169014084507043,0.03151408450704225,0.3345880840599151,0.35608276643990927,0.9080281690140845,0.9098591549295774,1.4257167150737535
US,LightGBM,0.0432337924700908,0.5664131521527178,1.6195312581021046,0.1396853146853147,0.19825174825174827,0.02605633802816901,0.027816901408450705,0.30594958640733283,0.3627587991718426,0.9038028169014085,0.9085915492957747,1.473174257632844
US,TabPFN,0.0021131272782614,0.0188475405944427,-0.008742581775104,0.12202797202797203,0.17482517482517482,0.01091549295774648,0.020070422535211265,0.13222135845375285,0.20884375671609712,0.9029577464788734,0.905211267605634,-0.14848491941126127
