model,mean_gross_return_decimal,average_total_one_way_turnover_including_entry,break_even_cost_bps_per_one_way_turnover
FinPFN,0.014651998606993092,1.951888111888113,75.06577102321621
LightGBM,0.021464615983216803,1.9411188811188822,110.57857502701928
Ridge,0.01858653153286714,1.9373426573426582,95.9382763933006
TabPFN,-0.00012311135664331294,1.9678321678321689,-0.6256191897652359
