model,seed,date,portfolio,gross_return_decimal,turnover_one_way,cost_rate_bps_per_one_way_turnover,transaction_cost_decimal,net_return_decimal,gross_compounded_wealth,net_compounded_wealth
FinPFN,42,2022-03-07 09:30:00,long,-0.0016114664284594441,0.9249999999999987,0,0.0,-0.0016114664284594441,1.0211383912617458,1.0211383912617458
FinPFN,42,2022-03-08 09:30:00,long,0.001590117606537342,0.9512195121951215,0,0.0,0.001590117606537342,1.0227621213964024,1.0227621213964024
FinPFN,42,2022-03-09 09:30:00,long,0.000450306064895724,0.9268292682926824,0,0.0,0.000450306064895724,1.0232226773826127,1.0232226773826127
FinPFN,42,2022-03-10 09:30:00,long,0.004568200934594931,0.9249999999999988,0,0.0,0.004568200934594931,1.0278969641737306,1.0278969641737306
FinPFN,42,2022-03-11 09:30:00,long,-0.0013174107201431228,0.8999999999999989,0,0.0,-0.0013174107201431228,1.0265428016939255,1.0265428016939255
FinPFN,42,2022-03-14 09:30:00,long,0.002265417995976403,0.9756097560975606,0,0.0,0.002265417995976403,1.0288683502305231,1.0288683502305231
FinPFN,42,2022-03-15 09:30:00,long,-0.000663553820117506,0.9512195121951217,0,0.0,-0.000663553820117506,1.0281856407063297,1.0281856407063297
FinPFN,42,2022-03-16 09:30:00,long,-0.0045105364695167535,0.975,0,0.0,-0.0045105364695167535,1.0235479718764904,1.0235479718764904
FinPFN,42,2022-03-17 09:30:00,long,0.007030016297968675,0.8999999999999999,0,0.0,0.007030016297968675,1.0307435308005348,1.0307435308005348
FinPFN,42,2022-03-18 09:30:00,long,0.0009076818758689339,0.8749999999999989,0,0.0,0.0009076818758689339,1.0316791180221117,1.0316791180221117
FinPFN,42,2022-03-21 09:30:00,long,-0.0020326145049161253,0.9249999999999998,0,0.0,-0.0020326145049161253,1.029582112082401,1.029582112082401
FinPFN,42,2022-03-22 09:30:00,long,0.002528240347830829,0.975609756097562,0,0.0,0.002528240347830829,1.0321851431195725,1.0321851431195725
FinPFN,42,2022-03-23 09:30:00,long,-0.002412038846161064,0.9512195121951219,0,0.0,-0.002412038846161064,1.029695472457938,1.029695472457938
FinPFN,42,2022-03-24 09:30:00,long,-0.00010973104411616501,0.9499999999999987,0,0.0,-0.00010973104411616501,1.0295824828986235,1.0295824828986235
FinPFN,42,2022-03-25 09:30:00,long,0.00379956114852944,0.9749999999999986,0,0.0,0.00379956114852944,1.0334944444998517,1.0334944444998517
FinPFN,42,2022-03-28 09:30:00,long,0.00755409971901138,0.9230769230769218,0,0.0,0.00755409971901138,1.0413015645926478,1.0413015645926478
FinPFN,42,2022-03-29 09:30:00,long,0.00255030442563986,0.9268292682926826,0,0.0,0.00255030442563986,1.043957200581254,1.043957200581254
FinPFN,42,2022-03-30 09:30:00,long,-0.002567939964374849,0.9024390243902434,0,0.0,-0.002567939964374849,1.0412763811647845,1.0412763811647845
FinPFN,42,2022-03-31 09:30:00,long,0.002630243911219467,0.9499999999999986,0,0.0,0.002630243911219467,1.04401519202624,1.04401519202624
FinPFN,42,2022-04-01 09:30:00,long,-0.004453787521211302,0.9249999999999987,0,0.0,-0.004453787521211302,1.0393653701920385,1.0393653701920385
FinPFN,42,2022-04-06 09:30:00,long,0.002224576551799413,0.8999999999999988,0,0.0,0.002224576551799413,1.04167751802332,1.04167751802332
FinPFN,42,2022-04-07 09:30:00,long,0.002062295688540743,0.9999999999999984,0,0.0,0.002062295688540743,1.0438257650775893,1.0438257650775893
FinPFN,42,2022-04-08 09:30:00,long,0.002261345350531698,0.8999999999999988,0,0.0,0.002261345350531698,1.0461862156182127,1.0461862156182127
FinPFN,42,2022-04-11 09:30:00,long,0.004236131541158099,0.9499999999999987,0,0.0,0.004236131541158099,1.0506179980441177,1.0506179980441177
FinPFN,42,2022-04-12 09:30:00,long,0.003973519853412985,0.9230769230769229,0,0.0,0.003973519853412985,1.054792649517699,1.054792649517699
FinPFN,42,2022-04-13 09:30:00,long,0.005750765559457746,0.9487179487179482,0,0.0,0.005750765559457746,1.0608585147589145,1.0608585147589145
FinPFN,42,2022-04-14 09:30:00,long,-0.000765778746308973,0.9487179487179473,0,0.0,-0.000765778746308973,1.0600461318554713,1.0600461318554713
FinPFN,42,2022-04-15 09:30:00,long,-0.001266911805503544,0.9499999999999987,0,0.0,-0.001266911805503544,1.0587031468966452,1.0587031468966452
FinPFN,42,2022-04-18 09:30:00,long,-0.003104634934508251,0.9999999999999986,0,0.0,-0.003104634934508251,1.055416260121516,1.055416260121516
FinPFN,42,2022-04-19 09:30:00,long,-0.002647384931904154,0.9499999999999987,0,0.0,-0.002647384931904154,1.0526221670175837,1.0526221670175837
FinPFN,42,2022-04-20 09:30:00,long,0.00016399233499697402,0.8999999999999988,0,0.0,0.00016399233499697402,1.0527947889846225,1.0527947889846225
FinPFN,42,2022-04-21 09:30:00,long,0.0018964738565968439,0.8999999999999988,0,0.0,0.0018964738565968439,1.0547913867782932,1.0547913867782932
FinPFN,42,2022-04-22 09:30:00,long,0.010261762041939603,0.9249999999999987,0,0.0,0.010261762041939603,1.0656154049932995,1.0656154049932995
FinPFN,42,2022-04-25 09:30:00,long,-0.001669836839848766,0.874999999999999,0,0.0,-0.001669836839848766,1.0638360011329313,1.0638360011329313
FinPFN,42,2022-04-26 09:30:00,long,-0.001614942844289389,0.8249999999999992,0,0.0,-0.001614942844289389,1.0621179667954042,1.0621179667954042
FinPFN,42,2022-04-27 09:30:00,long,-0.0012854238939149802,0.8499999999999991,0,0.0,-0.0012854238939149802,1.060752694982729,1.060752694982729
FinPFN,42,2022-04-28 09:30:00,long,0.005043504020207594,0.8974358974358962,0,0.0,0.005043504020207594,1.0661026054643206,1.0661026054643206
FinPFN,42,2022-04-29 09:30:00,long,-0.005275266659175133,0.8999999999999989,0,0.0,-0.005275266659175133,1.0604786299344549,1.0604786299344549
FinPFN,42,2022-05-05 09:30:00,long,-0.0031789293223009867,0.9499999999999986,0,0.0,-0.0031789293223009867,1.0571074433220826,1.0571074433220826
FinPFN,42,2022-05-06 09:30:00,long,-0.002218881629723951,0.9749999999999986,0,0.0,-0.002218881629723951,1.0547618470354507,1.0547618470354507
FinPFN,42,2022-05-09 09:30:00,long,-0.001273103630806351,0.9230769230769218,0,0.0,-0.001273103630806351,1.0534190258983538,1.0534190258983538
FinPFN,42,2022-05-10 09:30:00,long,-0.002543879179954059,0.9024390243902436,0,0.0,-0.002543879179954059,1.0507392551706036,1.0507392551706036
FinPFN,42,2022-05-11 09:30:00,long,-0.004614393062469248,0.9512195121951217,0,0.0,-0.004614393062469248,1.0458907312410803,1.0458907312410803
FinPFN,42,2022-05-12 09:30:00,long,0.005197892523381279,0.9499999999999987,0,0.0,0.005197892523381279,1.0513271588532722,1.0513271588532722
FinPFN,42,2022-05-13 09:30:00,long,0.0018770858063749448,0.9523809523809511,0,0.0,0.0018770858063749448,1.0533005901410122,1.0533005901410122
