model,date,n_assets,ic,bottom_decile_return_decimal,top_decile_return_decimal,long_short_return_decimal,mean_ic_contribution,long_short_arithmetic_contribution_decimal,long_short_share_of_total,leave_one_date_out_mean_ic,leave_one_date_out_long_short_sharpe
FinPFN,2012-04-30,500,0.08625587084716359,-0.027748751200000213,-0.011443479999999999,0.016305271200000214,0.000603187908022123,0.016305271200000214,0.007782069776477885,0.06639847239539691,1.0354619886429797
FinPFN,2012-05-31,500,0.20820328112625627,-0.11200839560000012,-0.041246479999999995,0.07076191560000011,0.001455967000882911,0.07076191560000011,0.03377276942909313,0.06553968781596668,1.0130935728665005
FinPFN,2012-06-30,500,0.06627356249613389,-0.025728199999999996,0.021427719999999997,0.04715591999999999,0.0004634514859869503,0.04715591999999999,0.02250625919144504,0.06653919287674219,1.0217000307668382
FinPFN,2012-07-31,500,0.1702166611222445,-0.029586819999999993,0.00911608,0.03870289999999999,0.0011903263015541575,0.03870289999999999,0.018471858864392388,0.06580719922444564,1.025185279356527
FinPFN,2012-08-31,500,0.07558240377154836,0.0002134443999998914,0.020016100000000002,0.01980265560000011,0.0005285482781227158,0.01980265560000011,0.009451277795291094,0.06647363765649279,1.0337566505838625
FinPFN,2012-09-30,500,-0.02503733875921334,0.06439138879999978,0.026232219999999994,-0.03815916879999979,-0.00017508628502946392,-0.03815916879999979,-0.018212350507484498,0.06718222739262492,1.0670242504394305
FinPFN,2012-10-31,500,0.19184376202180797,-0.08531196000000002,0.01233006,0.09764202000000002,0.0013415647693832725,0.09764202000000002,0.04660192421431417,0.06565489569698392,1.0053065008955955
FinPFN,2012-11-30,500,0.11683117973656418,0.0035269643999998952,-0.00363278,-0.007159744399999895,0.0008170012568990502,-0.007159744399999895,-0.0034171544783962405,0.06618315331871098,1.0478874337034125
FinPFN,2012-12-31,500,-0.041647559589779795,0.022485964399999895,0.01189856,-0.010587404399999894,-0.00029124167545300557,-0.010587404399999894,-0.005053084906222662,0.06729920077875567,1.049848296763402
FinPFN,2013-01-31,500,0.051171195422088096,0.03947428439999989,0.062122380000000005,0.022648095600000112,0.0003578405274271895,0.022648095600000112,0.010809330191548137,0.06664554757444674,1.0323968559775158
FinPFN,2013-02-28,500,0.053255075079642,0.04097154879999979,0.010172124399999894,-0.0307994243999999,0.00037241311244504897,-0.0307994243999999,-0.014699741379103931,0.06663087236559072,1.0621908117716847
FinPFN,2013-03-31,500,-0.035190142449696676,-0.009696179999999995,0.02215518,0.031851359999999995,-0.00024608491223564107,0.031851359999999995,0.015201802101624251,0.06725372601016354,1.0281675578947613
FinPFN,2013-04-30,500,0.07371793925637186,0.028874088799999784,0.01197958,-0.016894508799999784,0.0005155100647298732,-0.016894508799999784,-0.00806329712080571,0.0664867676882898,1.0535555950824185
FinPFN,2013-05-31,500,-0.10945152174540386,0.07547524439999989,0.018020804399999896,-0.057454439999999996,-0.0007653952569608662,-0.057454439999999996,-0.027421467301228093,0.06777669346999246,1.0805915745584282
FinPFN,2013-06-30,500,0.035234833167512906,-0.04098004,-0.04044709999999999,0.0005329400000000095,0.00024639743473785247,0.0005329400000000095,0.00025435800581324544,0.06675777547764797,1.0436232782016808
FinPFN,2013-07-31,500,-0.13928322316128505,0.07178854439999989,0.03717686439999989,-0.03461168,-0.0009740085535754199,-0.03461168,-0.016519228998847963,0.06798677587432965,1.0646714172709622
FinPFN,2013-08-31,500,-0.06252644360640908,0.013919964399999896,-0.03223972,-0.046159684399999894,-0.00043724785738747605,-0.046159684399999894,-0.022030782588945357,0.06744623517323897,1.072490180668025
FinPFN,2013-09-30,500,0.017583867821638902,0.07064883319999968,0.07341094439999989,0.0027621112000002085,0.0001229641106408315,0.0027621112000002085,0.0013182817890690713,0.06688207805050624,1.0424226423722958
FinPFN,2013-10-31,500,0.0035666067800185328,0.01223808439999989,0.016823984399999894,0.004585900000000004,2.4941306153975754e-05,0.004585900000000004,0.0021887273968156686,0.06698079115643314,1.041451968996724
FinPFN,2013-11-30,500,-0.13102104237317969,0.05165036879999978,0.0055676400000000004,-0.04608272879999978,-0.0009162310655467111,-0.04608272879999978,-0.02199405373963363,0.06792859150258243,1.0724365398132032
FinPFN,2013-12-31,500,-0.0068416120232428785,0.03251025999999999,0.016244620000000005,-0.016265639999999987,-4.7843440721978175e-05,-0.016265639999999987,-0.007763154864855482,0.06705408847194906,1.05318014204872
FinPFN,2014-01-31,500,-0.04439029169190082,0.045474504399999886,-0.00030983999999999943,-0.045784344399999885,-0.00031042162022308265,-0.045784344399999885,-0.021851642847319764,0.06731851579355934,1.0722287520375968
FinPFN,2014-02-28,500,-0.10686053626541019,0.0842087843999999,0.028804460000000004,-0.0554043243999999,-0.0007472764773804908,-0.0554043243999999,-0.026443001966100988,0.06775844709337278,1.079087050814513
FinPFN,2014-03-31,500,0.19990352920948645,-0.0408439756000001,0.022479479999999996,0.0633234556000001,0.0013979267776887164,0.0633234556000001,0.030222591450480972,0.06559813677312704,1.0156271303581277
FinPFN,2014-04-30,500,0.23848353565774755,-0.0411200956000001,-0.0001688600000000018,0.0409512356000001,0.001667717032571661,0.0409512356000001,0.01954492930311897,0.06532644658687167,1.0242373926449906
FinPFN,2014-05-31,500,0.1717723872120862,-0.028442495600000114,0.015244060000000004,0.04368655560000012,0.0012012055049796238,0.04368655560000012,0.02085042436909465,0.06579624340691154,1.0231046163944004
FinPFN,2014-06-30,500,-0.0979644102087867,0.07156518439999988,0.03507814439999989,-0.03648703999999999,-0.0006850658056558511,-0.03648703999999999,-0.017414288160821016,0.06769579831832614,1.065909856818436
FinPFN,2014-07-31,500,0.2568877697163854,-0.09911688000000002,-0.02654998,0.07256690000000002,0.0017964179700446531,0.07256690000000002,0.03463424019973895,0.06519683930476859,1.0125035050741757
FinPFN,2014-08-31,500,0.14519565420609637,-0.0167204756000001,0.045394779999999996,0.0621152556000001,0.001015354225217457,0.0621152556000001,0.02964594990992564,0.06598340349850301,1.01605412535692
FinPFN,2014-09-30,500,0.08889086116622592,-0.06284649999999999,-0.04126292,0.021583579999999984,0.0006216144137498316,0.021583579999999984,0.010301265371543787,0.06637991612554436,1.03290267452778
FinPFN,2014-10-31,500,0.139130184346603,-0.03465660000000001,-0.00023376000000000064,0.03442284000000001,0.0009729383520741468,0.03442284000000001,0.016429100718332767,0.06602611807497832,1.0270316931013472
FinPFN,2014-11-30,500,0.0763546800394791,-0.058630140000000004,0.0005542400000000014,0.05918438000000001,0.0005339488114648888,0.05918438000000001,0.02824712138719755,0.06646819909122567,1.0171079247533035
FinPFN,2014-12-31,500,-0.001104822010232881,-0.012287835600000104,-0.008204839999999996,0.004082995600000108,-7.726028043586581e-06,0.004082995600000108,0.0019487045794278238,0.06701368854227997,1.041718586952739
FinPFN,2015-01-31,500,0.10478429503742533,-0.03233987560000011,-0.03954746,-0.00720758439999989,0.0007327573079540233,-0.00720758439999989,-0.0034399872306724896,0.06626799053490211,1.0479145420638818
FinPFN,2015-02-28,500,0.027070000827763833,0.07955200439999989,0.07797008,-0.0015819243999998928,0.0001893007050892576,-0.0015819243999998928,-0.0007550101995182954,0.06681527429694198,1.0447768462259814
FinPFN,2015-03-31,500,0.07007069878146205,-0.013985235600000106,0.010317284399999894,0.02430252,0.0004900048865836507,0.02430252,0.01159894270168575,0.06651245248036664,1.0316175978793327
FinPFN,2015-04-30,500,0.12330262000679532,-0.0019081356000001078,0.054725704399999894,0.056633840000000005,0.0008622560839636036,0.056633840000000005,0.027029816872342398,0.0661375797956812,1.0180457148906825
FinPFN,2015-05-31,500,0.17230111347490754,-0.03536938,0.0081457,0.04351508,0.0012049028914329198,0.04351508,0.02076858365220033,0.06579251998252549,1.023174971692951
FinPFN,2015-06-30,500,-0.114836980152711,0.02923580439999989,-0.0425521356000001,-0.07178794,-0.0008030558052637134,-0.07178794,-0.034262463428979976,0.0678146192334242,1.0915436914610879
FinPFN,2015-07-31,500,0.2299739372001504,-0.038320119999999985,-0.005934439999999998,0.032385679999999986,0.0016082093510500029,0.032385679999999986,0.015456818744522378,0.06538637333657306,1.0279298976383708
FinPFN,2015-08-31,500,0.15529741418817952,-0.10429732000000001,-0.04014856,0.06414876000000001,0.0010859959034138428,0.06414876000000001,0.030616487163643562,0.06591226434369961,1.0153379435119643
FinPFN,2015-09-30,500,0.2885179826492156,-0.1227235,-0.040811959999999994,0.08191154,0.002017608270274235,0.08191154,0.039094186901886735,0.06497409132636837,1.009603035293208
FinPFN,2015-10-31,500,0.06420869536001021,0.010655404399999896,0.045985944399999895,0.03533054,0.0004490118556644071,0.03533054,0.016862321647286637,0.06655373419460221,1.0266355076399907
FinPFN,2015-11-30,500,-0.002703521626969592,0.03594003999999999,-0.020715840000000006,-0.05665588,-1.8905745643144e-05,-0.05665588,-0.027040335974770666,0.06702494699028518,1.080003719208412
FinPFN,2015-12-31,500,0.11630991272604582,-0.10553309999999999,-0.04677664000000001,0.05875645999999998,0.0008133560330492714,0.05875645999999998,0.028042886618091067,0.06618682421315127,1.0172639156855094
FinPFN,2016-01-31,500,0.4098805898173204,-0.15207040000000002,-0.017416300000000003,0.13465410000000003,0.0028662978308903525,0.13465410000000003,0.06426679992227405,0.06411942507870567,0.9981427067949616
FinPFN,2016-02-29,500,-0.0009583725465196258,0.031597148799999794,-0.012877979999999997,-0.04447512879999979,-6.701905919717662e-06,-0.04447512879999979,-0.021226789263059605,0.06701265720802847,1.0713207420249868
FinPFN,2016-03-31,500,-0.022044992536477303,0.09039148000000001,0.09871603759999957,0.00832455759999956,-0.00015416078696837274,0.00832455759999956,0.003973088659911711,0.06716115453190143,1.0394947022952643
FinPFN,2016-04-30,500,-0.11215419590932137,0.12671631759999957,0.054899604399999885,-0.07181671319999969,-0.0007842950762889606,-0.07181671319999969,-0.03427619610765448,0.06779572638663976,1.091566452804205
FinPFN,2016-05-31,500,0.17048046920896676,-0.04477755560000011,0.008983540000000002,0.053761095600000114,0.0011921711133494179,0.053761095600000114,0.025658732816360247,0.06580534142101802,1.019125108477664
FinPFN,2016-06-30,500,0.04216923335242112,0.010659173199999674,-0.006897680000000001,-0.017556853199999674,0.0002948897437232246,-0.017556853199999674,-0.008379416385161058,0.0667089416735289,1.0539524315024456
FinPFN,2016-07-31,500,-0.034834317009315295,0.06619660879999979,0.0415747,-0.024621908799999793,-0.0002435966224427643,-0.024621908799999793,-0.011751378432250225,0.0672512201972031,1.0582751523160345
FinPFN,2016-08-31,500,0.053896638054149175,-0.019023495600000103,0.03971168439999989,0.05873518,0.000376899566812232,0.05873518,0.02803273024333274,0.06662635431647447,1.0172716871290015
FinPFN,2016-09-30,500,-0.10037245998817289,0.04862520439999989,0.01936436,-0.029260844399999892,-0.0007019053146026076,-0.029260844399999892,-0.013965418302239484,0.06771275641536406,1.061203597608807
FinPFN,2016-10-31,500,0.23242530842182893,-0.09760211560000011,-0.038185659999999996,0.05941645560000011,0.0016253518071456569,0.05941645560000011,0.028357884863037114,0.0653691101589556,1.0170235527964164
FinPFN,2016-11-30,500,-0.01572907138112236,0.0995461019999995,0.006589699999999996,-0.09295640199999951,-0.00010999350616169482,-0.09295640199999951,-0.04436560408356257,0.06711667621390596,1.1091647692252442
FinPFN,2016-12-31,500,0.046767522640927914,-0.030783619999999998,0.005392064399999893,0.036175684399999894,0.0003270456128736218,0.036175684399999894,0.017265686461727665,0.06667655935459575,1.0262688559871351
FinPFN,2017-01-31,500,0.1395910484147495,0.03484732439999989,0.05585716,0.02100983560000011,0.0009761611777255211,0.02100983560000011,0.010027432517131504,0.06602287255337166,1.0331767328118577
FinPFN,2017-02-28,500,0.05488189933358663,0.050484844399999895,0.0014514000000000016,-0.0490334443999999,0.0003837895058292771,-0.0490334443999999,-0.023402351363640182,0.06661941585676012,1.0745082593990747
FinPFN,2017-03-31,500,0.027397418740439113,0.009024108799999786,0.005123539999999999,-0.003900568799999787,0.00019159034084223155,-0.003900568799999787,-0.001861637147718865,0.06681296853699356,1.046057855364674
FinPFN,2017-04-30,500,0.09816606049593561,-0.03211286,-0.01256224,0.019550619999999998,0.0006864759475240253,0.019550619999999998,0.009330987945383088,0.06631459782040555,1.0338782891711287
FinPFN,2017-05-31,500,0.08823262798876166,-0.023056391200000213,0.004771324399999891,0.027827715600000105,0.0006170113845367949,0.027827715600000105,0.01328142426230728,0.06638455157045609,1.0299849686729268
FinPFN,2017-06-30,500,0.0066514395544310856,0.03877551759999957,0.02276818,-0.016007337599999574,4.65135633176999e-05,-0.016007337599999574,-0.007639874038944725,0.06695906698196545,1.0530263020042905
FinPFN,2017-07-31,500,0.08573522134440377,0.00013964439999989586,0.02295530439999989,0.022815659999999995,0.0005995470024084179,0.022815659999999995,0.010889304197307251,0.066402138941191,1.032317550748317
FinPFN,2017-08-31,500,0.031409333005884464,-0.03132616,-0.009869740000000002,0.021456419999999997,0.00021964568535583543,0.021456419999999997,0.010240575305083757,0.06678471561963127,1.0329633277489527
FinPFN,2017-09-30,500,0.10017063603820588,0.0626373843999999,0.10499234000000002,0.04235495560000012,0.000700493958309132,0.04235495560000012,0.02021488730949899,0.06630048109123464,1.0236532735661568
FinPFN,2017-10-31,500,0.0946107661413427,-0.01748427560000011,-0.019978,-0.00249372439999989,0.0006616137492401588,-0.00249372439999989,-0.0011901879487968491,0.06633963510459283,1.0452785629834196
FinPFN,2017-11-30,500,0.024372152507790967,0.045590144399999886,0.0454490243999999,-0.00014111999999998764,0.00017043463292161514,-0.00014111999999998764,-6.735280102893649e-05,0.06683427322877278,1.0439894137995545
FinPFN,2017-12-31,500,-0.028846876387731986,0.0272807643999999,0.005480500000000004,-0.021800264399999898,-0.00020172640830581808,-0.021800264399999898,-0.010404683039339068,0.06720905512240322,1.056528981274538
FinPFN,2018-01-31,500,-0.08385617562548013,0.023100864399999893,0.0078264,-0.015274464399999892,-0.0005864068225558051,-0.015274464399999892,-0.007290093265000402,0.06759644455365496,1.0525910007649655
FinPFN,2018-02-28,500,0.07499420757655235,-0.060470555600000114,-0.024309420000000005,0.03616113560000011,0.0005244350180178487,0.03616113560000011,0.017258742708669308,0.06647777988321812,1.0262751495574016
FinPFN,2018-03-31,500,-0.016975832571168237,0.046409944399999896,0.002965724399999895,-0.04344422,-0.00011871211588229536,-0.04344422,-0.020734764069710882,0.06712545622228656,1.0706099788846943
FinPFN,2018-04-30,500,0.05095863583454334,-0.036163379999999995,0.01922148,0.055384859999999994,0.00035635409674505833,0.055384859999999994,0.026433712128655258,0.06664704447295057,1.018511988797485
FinPFN,2018-05-31,500,-0.05985528804031426,0.10336084879999978,0.03331906,-0.07004178879999978,-0.0004185684478343654,-0.07004178879999978,-0.0334290721709013,0.06742742421854817,1.09016828155988
FinPFN,2018-06-30,500,-0.00014548860639651353,-0.007855279999999997,-0.0074854399999999995,0.000369839999999998,-1.017402841933661e-06,0.000369839999999998,0.00017651473875101984,0.06700693267323889,1.0437117391958712
FinPFN,2018-07-31,500,0.16766055873764937,-0.04530454,0.01700656,0.062311099999999994,0.0011724514597038418,0.062311099999999994,0.029739421203192545,0.06582519994546392,1.0159846172803204
FinPFN,2018-08-31,500,0.02000782595205519,0.012420399999999998,0.007471260000000002,-0.004949139999999996,0.00013991486679758875,-0.004949139999999996,-0.0023620921321172027,0.06686500792282725,1.0466427854019273
FinPFN,2018-09-30,500,0.03824844518896515,-0.02095351560000011,-0.03710402,-0.01615050439999989,0.000267471644678078,-0.01615050439999989,-0.007708203722861758,0.06673655285777859,1.0531115425641517
FinPFN,2018-10-31,500,0.2698704842639809,-0.12392709120000023,-0.03541877999999999,0.08850831120000024,0.0018872061836642021,0.08850831120000024,0.042242649331500355,0.065105411737532,1.007711513922625
FinPFN,2018-11-30,500,0.14201232057131719,-0.030203879999999995,0.015611579999999998,0.045815459999999995,0.000993093150848372,0.045815459999999995,0.02186649349085508,0.06600582134100147,1.0222384598915373
FinPFN,2018-12-31,500,0.21720364348893687,-0.19298488000000003,-0.10572118,0.08726370000000003,0.0015189065978247333,0.08726370000000003,0.041648629699187374,0.06547630498242668,1.0080584858690014
FinPFN,2019-01-31,500,-0.04166448465153069,0.11551244439999991,0.1265344443999999,0.011021999999999976,-0.00029136003252818664,0.011021999999999976,0.005260505760636348,0.06729931996933138,1.038109589617963
FinPFN,2019-02-28,500,0.0038481788098995396,0.0771639375999996,0.03416204,-0.043001897599999596,2.691034132796881e-05,-0.043001897599999596,-0.02052365542034955,0.06697880825481427,1.0703061570337953
FinPFN,2019-03-31,500,0.1259927612331383,0.017415884399999894,0.012697479999999999,-0.004718404399999895,0.0008810682603715965,-0.004718404399999895,-0.0022519682024325343,0.06611863513915765,1.0465137723333864
FinPFN,2019-04-30,500,0.12903479433284762,0.0017734643999998956,0.03269794,0.030924475600000105,0.0009023412191108226,0.030924475600000105,0.01475942497173463,0.06609721237084984,1.028581872821069
FinPFN,2019-05-31,500,0.18703560796036883,-0.07253169120000022,-0.04458784,0.027943851200000223,0.0013079413144081737,0.027943851200000223,0.013336852677550937,0.06568875593685322,1.0299318249049574
FinPFN,2019-06-30,500,0.16906801644496341,-0.018439511200000213,0.07335286,0.09179237120000022,0.0011822938212934504,0.09179237120000022,0.043810043320638016,0.06581528827146874,1.00681812576301
FinPFN,2019-07-31,500,0.20780811518204073,-0.05592213999999998,0.014533364399999893,0.07045550439999987,0.0014532036026716135,0.07045550439999987,0.03362652755985662,0.06554247067472876,1.0131947000882686
FinPFN,2019-08-31,500,0.12251206476410982,-0.028918399999999997,-0.029687139999999997,-0.0007687400000000004,0.0008567277256231456,-0.0007687400000000004,-0.00036689903814476476,0.06614314708612265,1.0443316149825157
FinPFN,2019-09-30,500,0.19501889818116802,-0.005358031200000211,0.025560819999999995,0.030918851200000205,0.0013637685187494267,0.030918851200000205,0.014756740596067817,0.06563253558318562,1.0285843948400322
FinPFN,2019-10-31,500,0.1841790994269062,-0.04363277560000011,0.015861039999999996,0.05949381560000011,0.0012879657302580852,0.05949381560000011,0.02839480672165105,0.06570887219413112,1.0169954637894327
FinPFN,2019-11-30,500,-0.10035549061697743,0.01940851319999968,-0.0015862556000001062,-0.020994768799999786,-0.0007017866476711709,-0.020994768799999786,-0.01002024153652943,0.06771263691275001,1.056035336037539
FinPFN,2019-12-31,500,-0.05900735268156664,0.14820682199999946,0.0692811,-0.07892572199999946,-0.00041263882994102547,-0.07892572199999946,-0.03766913584135193,0.06742145284278234,1.097287725380347
FinPFN,2020-01-31,500,0.18556713748684134,-0.0488628712000002,0.01868142879999979,0.06754429999999999,0.0012976722901177715,0.06754429999999999,0.03223708757468249,0.06569909727821607,1.0141693816175394
FinPFN,2020-02-29,500,-0.030753894325047586,-0.03540233120000022,-0.08778917999999997,-0.05238684879999975,-0.00021506219807725585,-0.05238684879999975,-0.02500284157992965,0.06722248482618712,1.0769002412234463
FinPFN,2020-03-31,500,0.052931085614271164,-0.1810449112000002,-0.1901508,-0.009105888799999795,0.0003701474518480501,-0.009105888799999795,-0.004345997141001001,0.06663315398154404,1.048996132374148
FinPFN,2020-04-30,500,-0.1814852328197623,0.1775225463999994,0.0927556643999999,-0.0847668819999995,-0.0012691275022361,-0.0847668819999995,-0.04045696525786426,0.06828397312544568,1.1021364129767015
FinPFN,2020-05-31,500,-0.08651811488931219,0.06032089319999968,0.05441595319999967,-0.005904940000000004,-0.0006050217824427426,-0.005904940000000004,-0.002818269904392314,0.06761519060480871,1.0471790185280665
FinPFN,2020-06-30,500,-0.042952967559506935,0.05923817319999968,0.06692996879999978,0.0076917956000000995,-0.0003003704025140345,0.0076917956000000995,0.0036710882837450486,0.06730839379262699,1.0398228984312863
FinPFN,2020-07-31,500,0.11405748812256088,0.03159663079999925,0.05044124439999989,0.018844613600000643,0.0007976048120458802,0.018844613600000643,0.008994029976389917,0.06620268635824623,1.0342200618155741
FinPFN,2020-08-31,500,0.12126327270498917,-0.08585121120000022,0.03865646,0.12450767120000023,0.0008479949140209033,0.12450767120000023,0.059424180873799574,0.06615194139639813,0.9996887041404858
FinPFN,2020-09-30,500,0.03680891778737038,-0.045939379999999995,-0.031497551200000216,0.014441828799999779,0.0002574050194921006,0.014441828799999779,0.006892698566187889,0.06674669037469123,1.036385972779154
FinPFN,2020-10-31,500,0.17111249671806256,-0.05097363120000022,-0.00939234,0.041581291200000224,0.0011965908861402976,0.041581291200000224,0.019845637986962362,0.06580089052306663,1.0239744826064172
FinPFN,2020-11-30,500,-0.08111451211620736,0.17421321759999955,0.11913162,-0.05508159759999956,-0.0005672343504629885,-0.05508159759999956,-0.026288973097428014,0.06757713706415304,1.0788515981082745
FinPFN,2020-12-31,500,0.002070059161761006,0.010136688799999785,0.039130899999999996,0.02899421120000021,1.447593819413291e-05,0.02899421120000021,0.013838161408338628,0.06699133022416735,1.0294530367454262
FinPFN,2021-01-31,500,-0.10612525047507435,0.11654701759999958,0.10179509319999967,-0.014751924399999908,-0.0007421346187068136,-0.014751924399999908,-0.007040698900986353,0.06775326902442676,1.0522816984356917
FinPFN,2021-02-28,500,0.061156140354697436,0.016046973199999676,0.055704260000000005,0.03965728680000033,0.00042766531716571636,0.03965728680000033,0.01892736215411087,0.06657523106083682,1.0247810629330532
FinPFN,2021-03-31,500,0.19985540406210414,-0.06672602680000032,0.04740522,0.11413124680000032,0.0013975902381965324,0.11413124680000032,0.054471791077845375,0.06559847568261563,1.0015986194176063
FinPFN,2021-04-30,500,0.2216309344385946,-0.044016155600000106,0.0383108,0.08232695560000011,0.0015498666743957664,0.08232695560000011,0.03929245365536694,0.06544512687714739,1.009480107302956
FinPFN,2021-05-31,500,0.019399570254178437,-0.006409999999999996,-0.01019478,-0.003784780000000004,0.00013566133044880027,-0.003784780000000004,-0.0018063742508384415,0.06686929141365737,1.0459934789241274
FinPFN,2021-06-30,500,-0.037591451778976555,0.026889959999999994,-0.0027643399999999997,-0.029654299999999995,-0.0002628772851676682,-0.029654299999999995,-0.014153204135151403,0.06727063663924296,1.0614552953112264
FinPFN,2021-07-31,500,0.4005913817358615,-0.15261515999999997,-0.01484546,0.13776969999999997,0.0028013383338172135,0.13776969999999997,0.0657537924597299,0.0641848420370258,0.9977326310374943
FinPFN,2021-08-31,500,0.0021912572909309766,0.027696184399999893,0.007608780000000001,-0.02008740439999989,1.532347755895788e-05,-0.02008740439999989,-0.009587180780478278,0.06699047671621544,1.0554818237081447
FinPFN,2021-09-30,500,0.08438206856027056,-0.03820391560000011,-0.04058368,-0.002379764399999887,0.0005900843955263676,-0.002379764399999887,-0.001135797889235777,0.06641166818614969,1.045215712448299
