model,seed,uncertainty_signal,requested_coverage,realized_coverage,n_asset_dates,n_dates,mean_ic,ic_std_ddof1,ir,gross_long_short_mean_return_decimal,gross_long_short_sharpe,average_total_one_way_turnover_including_initial,fixed_cost_bps,net_long_short_mean_return_decimal,net_long_short_sharpe,mean_long_positions,mean_short_positions
FinPFN,42,predictive_interval_width,0.8,0.7989345337036311,77384,242,0.04149798534046511,0.07164992488128696,0.5791769553034558,0.001628895962475995,4.22426235802741,1.8407523368100052,10,-0.00021185637433401028,-0.5495098108691875,31.53305785123967,32.40495867768595
FinPFN,42,predictive_interval_width,0.6,0.5990563602762778,58024,242,0.0375918487943681,0.07832860864379596,0.479924888814498,0.001488084979613691,4.074994212779667,1.8431363267825724,10,-0.0003550513471688818,-0.9730148948042053,23.541322314049587,24.40909090909091
FinPFN,42,predictive_interval_width,0.4,0.3988684582743989,38634,242,0.0303444553245042,0.09263818638760805,0.32755882328632563,0.0010994122757206084,2.8710133461396876,1.8549748825149899,10,-0.0007555626067943811,-1.974940183567702,15.52892561983471,16.367768595041323
FinPFN,42,predictive_interval_width,0.2,0.1989902848470457,19274,242,0.028114923803489036,0.12304573198995804,0.2284916619926609,0.0011222036870779653,2.3610946272907336,1.8571510560146927,10,-0.0007349473689367269,-1.544862232548365,7.537190082644628,8.289256198347108
FinPFN,42,predictive_std,1.0,1.0,96859,242,0.05081094255663611,0.0663076947168623,0.7662902891376601,0.002441550422136125,5.801411323723645,1.789543697734559,10,0.0006520067244015659,1.550739963678504,39.570247933884296,40.45867768595041
FinPFN,42,predictive_std,0.8,0.7989345337036311,77384,242,0.042011207484454326,0.0724934026699254,0.5795176655693537,0.001787150116802306,4.689847121640315,1.8404419353294252,10,-5.329181852711904e-05,-0.13995857221979452,31.53305785123967,32.40495867768595
FinPFN,42,predictive_std,0.6,0.5990563602762778,58024,242,0.033940015683854276,0.07928398829209743,0.4280815889182157,0.001566367181303753,4.438614939452227,1.8416739452905466,10,-0.00027530676398679376,-0.7805726952575363,23.541322314049587,24.40909090909091
FinPFN,42,predictive_std,0.4,0.3988684582743989,38634,242,0.028761014879217933,0.0887039575562233,0.3242359830562048,0.0013940909096222475,3.722789044440595,1.853442513368984,10,-0.0004593516037467364,-1.2274319456279834,15.52892561983471,16.367768595041323
FinPFN,42,predictive_std,0.2,0.1989902848470457,19274,242,0.024525306177687105,0.12206382408541003,0.20092198783258136,0.0009456140501161392,2.069411669940584,1.8647924045651318,10,-0.0009191783544489925,-2.0094260112806053,7.537190082644628,8.289256198347108
TabPFN,42,total_member_sd,1.0,1.0,96859,242,-0.036187000176703725,0.07320136729691482,-0.49434869201178,-0.0018251559781167954,-4.00602568989228,1.8157365818528135,10,-0.003640892559969609,-7.988574113780027,39.570247933884296,40.45867768595041
TabPFN,42,total_member_sd,0.8,0.7989345337036311,77384,242,-0.03489677227844437,0.07559311302828967,-0.461639571125808,-0.0020232625107870195,-4.663647589627405,1.8903153321324646,10,-0.003913577842919484,-9.020985037792414,31.53305785123967,32.40495867768595
TabPFN,42,total_member_sd,0.6,0.5990563602762778,58024,242,-0.02980505709579201,0.08033828961694528,-0.3709944191979089,-0.0016814929918092805,-3.5068381179227566,1.9248899453642543,10,-0.0036063829371735345,-7.52477904560158,23.541322314049587,24.40909090909091
TabPFN,42,total_member_sd,0.4,0.3988684582743989,38634,242,-0.02410788424679152,0.093385830679782,-0.2581535557514816,-0.0017296833047286298,-3.3613664038155684,1.9462668125101281,10,-0.0036759501172387576,-7.150192923307304,15.52892561983471,16.367768595041323
TabPFN,42,total_member_sd,0.2,0.1989902848470457,19274,242,-0.01979311952288382,0.11557574350405601,-0.17125669212925462,-0.0018398887483665105,-2.770347667915169,1.9767234028597664,10,-0.0038166121512262768,-5.7457251929174475,7.537190082644628,8.289256198347108
TabPFN,42,within_group_ensemble_sd,1.0,1.0,96859,242,-0.036187000176703725,0.07320136729691482,-0.49434869201178,-0.0018251559781167954,-4.00602568989228,1.8157365818528135,10,-0.003640892559969609,-7.988574113780027,39.570247933884296,40.45867768595041
TabPFN,42,within_group_ensemble_sd,0.8,0.7989345337036311,77384,242,-0.030627442534567416,0.075037428086883,-0.4081622107184305,-0.0017037118101582217,-3.9868099860194492,1.8934181395953347,10,-0.0035971299497535563,-8.428132115853408,31.53305785123967,32.40495867768595
TabPFN,42,within_group_ensemble_sd,0.6,0.5990563602762778,58024,242,-0.029216046053077534,0.07695333710269137,-0.37965924744874685,-0.001778604510573252,-4.278997385689396,1.923929788919908,10,-0.0037025342994931603,-8.912321253824912,23.541322314049587,24.40909090909091
TabPFN,42,within_group_ensemble_sd,0.4,0.3988684582743989,38634,242,-0.0256627969862744,0.09249477166279206,-0.27745132535526645,-0.002028971748517537,-4.1943510309563825,1.947896410630368,10,-0.003976868159147905,-8.229371239268309,15.52892561983471,16.367768595041323
TabPFN,42,within_group_ensemble_sd,0.2,0.1989902848470457,19274,242,-0.024040966340257944,0.11896000819939967,-0.20209284367197333,-0.0017825096420439914,-2.867636496136138,1.9759199134199135,10,-0.0037584295554639047,-6.045612763756688,7.537190082644628,8.289256198347108
TabPFN,42,ensemble_mad,1.0,1.0,96859,242,-0.036187000176703725,0.07320136729691482,-0.49434869201178,-0.0018251559781167954,-4.00602568989228,1.8157365818528135,10,-0.003640892559969609,-7.988574113780027,39.570247933884296,40.45867768595041
TabPFN,42,ensemble_mad,0.8,0.7989345337036311,77384,242,-0.03174896156417132,0.07519077412414776,-0.42224544080036325,-0.001810040824371238,-4.311436929865322,1.8940357898024571,10,-0.003704076614173695,-8.829588593197702,31.53305785123967,32.40495867768595
TabPFN,42,ensemble_mad,0.6,0.5990563602762778,58024,242,-0.02793142389774849,0.08382325814341376,-0.33321806520524927,-0.0017255759082385439,-3.6955632714941014,1.9258925988372635,10,-0.0036514685070758077,-7.827214250229922,23.541322314049587,24.40909090909091
TabPFN,42,ensemble_mad,0.4,0.3988684582743989,38634,242,-0.022239576528339272,0.09427711635394774,-0.23589580789514694,-0.0017373397370027436,-3.4179625130857927,1.950528682547399,10,-0.0036878684195501424,-7.258069703441578,15.52892561983471,16.367768595041323
TabPFN,42,ensemble_mad,0.2,0.1989902848470457,19274,242,-0.02273584793197388,0.12862765880398636,-0.1767570687624866,-0.0013343824686536992,-1.897229607327312,1.9719680571953297,10,-0.003306350525849029,-4.701342972779802,7.537190082644628,8.289256198347108
TabPFN,42,ensemble_iqr,1.0,1.0,96859,242,-0.036187000176703725,0.07320136729691482,-0.49434869201178,-0.0018251559781167954,-4.00602568989228,1.8157365818528135,10,-0.003640892559969609,-7.988574113780027,39.570247933884296,40.45867768595041
TabPFN,42,ensemble_iqr,0.8,0.7989345337036311,77384,242,-0.03321986717322177,0.07531154728680108,-0.4410992519741233,-0.001952727884611777,-4.743075219358693,1.8944361242230823,10,-0.0038471640088348596,-9.348650599687682,31.53305785123967,32.40495867768595
TabPFN,42,ensemble_iqr,0.6,0.5990563602762778,58024,242,-0.030822878785750116,0.0816928174445102,-0.37730218824545425,-0.0019229273870434395,-4.417697554834312,1.924527234952137,10,-0.0038474546219955763,-8.844496339885284,23.541322314049587,24.40909090909091
