date,decile_1,decile_2,decile_3,decile_4,decile_5,decile_6,decile_7,decile_8,decile_9,decile_10,long_short,model,seed,return_basis
2011-10-31,3.9178508799999783,9.693264000000001,11.553188,13.205272,12.580446439999989,11.956017999999998,13.04123243999999,10.199374,11.239066000000001,16.68092931999997,12.76307843999999,FinPFN,42,raw
2011-11-30,-2.8759135600000105,-2.4776819999999997,-0.04710599999999973,-4.622879999999999,-0.012222000000000066,0.8267240000000001,0.1138364399999892,-0.07230199999999999,-0.6443859999999999,0.8854468799999785,3.761360439999989,FinPFN,42,raw
2011-12-31,-3.531468,-0.7334539999999999,-0.1543720000000001,-1.1075679999999999,-3.20098,1.0190020000000002,1.159324,1.1305720000000001,2.7983244399999894,-2.499184,1.0322839999999998,FinPFN,42,raw
2012-01-31,10.645518,8.62554443999999,9.945696,9.523918439999989,5.473344,7.8277779999999995,7.432178,8.483386000000001,7.112516,11.197989319999968,0.5524713199999685,FinPFN,42,raw
2012-02-29,2.1076660000000005,3.772404,3.544568,4.776716,4.51189,4.590528,3.7171179999999997,3.8405180000000003,2.952602,3.693444,1.5857779999999995,FinPFN,42,raw
2012-03-31,-3.114702,0.834588,3.024242439999989,0.6247799999999999,3.011682,5.31298,2.220726,4.955828,-1.0622660000000002,0.024039999999999964,3.1387419999999997,FinPFN,42,raw
2012-04-30,-2.7748751200000212,-3.45228,1.603656,-1.3006355600000106,-3.05044,-0.7656259999999999,1.728906,-0.25484,-2.379194,-1.144348,1.6305271200000213,FinPFN,42,raw
2012-05-31,-11.200839560000011,-10.922488000000001,-8.53181,-6.896686,-8.494708000000001,-6.295788,-8.125653999999999,-7.45194,-4.757198,-4.1246480000000005,7.0761915600000105,FinPFN,42,raw
2012-06-30,-2.5728199999999997,3.6914739999999995,3.842532,6.995048000000001,4.942446,6.417680000000001,1.497574,3.1870220000000002,4.360152,2.142772,4.715591999999999,FinPFN,42,raw
2012-07-31,-2.958682,-1.070346,-0.7381700000000001,-1.8714959999999998,1.614692,3.424380439999989,1.1380679999999999,1.6922059999999999,0.458086,0.9116080000000001,3.8702900000000002,FinPFN,42,raw
2012-08-31,0.021344439999989077,-0.36233,2.829998,4.703048439999989,4.028952,3.412486,3.1150740000000003,1.9494119999999997,2.6989120000000004,2.00161,1.9802655600000107,FinPFN,42,raw
2012-09-30,6.4391388799999785,4.226526,4.847974000000001,3.005748439999989,2.110856,3.400912,3.4530200000000004,3.2050559999999995,3.017242,2.623222,-3.8159168799999783,FinPFN,42,raw
2012-10-31,-8.531196,-2.9303980000000003,-4.835244,-3.0369,-3.2642539999999998,1.822554,-1.624234,-1.598958,0.33003600000000005,1.233006,9.764202,FinPFN,42,raw
2012-11-30,0.3526964399999891,-0.995872,-0.592488,-0.005079999999999991,2.255076439999989,0.7629800000000002,0.19130000000000005,1.6503899999999998,1.788554,-0.363278,-0.7159744399999891,FinPFN,42,raw
2012-12-31,2.2485964399999894,3.02729,3.8585480000000003,1.99113,2.4538740000000003,2.345778,3.619036,2.5408600000000003,0.280088,1.189856,-1.0587404399999893,FinPFN,42,raw
2013-01-31,3.9474284399999893,7.134858439999989,9.291810439999988,6.544176,6.08151,6.970022,7.425549999999999,5.291315999999999,6.714104439999989,6.212238,2.264809560000011,FinPFN,42,raw
2013-02-28,4.097154879999978,0.4805384399999892,-1.925692,0.20913199999999996,0.640018,-0.783884,3.650926,0.7785179999999999,1.033822,1.0172124399999893,-3.0799424399999893,FinPFN,42,raw
2013-03-31,-0.9696179999999999,8.25525,4.4648884399999895,5.247944,3.4432480000000005,1.094808,3.146864439999989,1.380848,3.798134,2.215518,3.185136,FinPFN,42,raw
2013-04-30,2.8874088799999784,0.6317240000000002,0.35693600000000003,-0.649676,-0.010458000000000033,-0.40645599999999993,1.02719,1.504,2.268022439999989,1.197958,-1.6894508799999783,FinPFN,42,raw
2013-05-31,7.5475244399999895,3.1739324399999895,5.447451999999999,2.7139484399999896,1.3703139999999998,3.6805688799999787,4.326318,1.193046,1.036662,1.8020804399999892,-5.745444,FinPFN,42,raw
2013-06-30,-4.098004,-0.5122680000000002,0.37433,-0.5587059999999999,0.09456000000000002,0.23819200000000001,-0.9831500000000001,-0.5946960000000001,-0.09295599999999993,-4.04471,0.053294000000000175,FinPFN,42,raw
2013-07-31,7.17885443999999,8.720272,5.67462,4.520806,3.917738,6.066184000000001,6.381172,3.771272,3.442312,3.71768643999999,-3.461168,FinPFN,42,raw
2013-08-31,1.3919964399999893,1.6122760000000003,0.6777904399999892,-1.413818,-1.883114,-2.46661,-2.798336,-0.9623880000000001,-1.5915800000000002,-3.223972,-4.615968439999989,FinPFN,42,raw
2013-09-30,7.064883319999967,5.511836000000001,4.162628,3.708974,6.330012,3.2991379999999997,3.159844,5.06251,5.651326,7.341094439999989,0.27621112000002235,FinPFN,42,raw
2013-10-31,1.2238084399999893,3.5345399999999993,5.638954,0.8522339999999999,-0.008466000000000059,4.32267,4.1937880000000005,4.207722,2.444474,1.6823984399999892,0.45858999999999983,FinPFN,42,raw
2013-11-30,5.165036879999978,3.82301,6.28487,1.5100920000000002,5.264334,1.9965720000000002,2.9563240000000004,3.53306,2.304248,0.5567639999999998,-4.608272879999978,FinPFN,42,raw
2013-12-31,3.251026,3.5716504399999893,2.983450439999989,2.218538,1.462656,1.9944300000000001,3.8545659999999997,2.027018,2.216024,1.624462,-1.626564,FinPFN,42,raw
2014-01-31,4.547450439999989,2.729176439999989,-2.551398,-0.15436400000000006,0.020295999999999922,-2.178722,-0.4822759999999998,-0.8161160000000001,-2.78927,-0.03098399999999998,-4.578434439999989,FinPFN,42,raw
2014-02-28,8.420878439999989,7.970694439999989,7.294560000000001,6.058348,5.874041999999999,5.811642439999989,6.245796,5.490624,3.074674,2.880446,-5.5404324399999885,FinPFN,42,raw
2014-03-31,-4.084397560000011,-1.124856,-2.103408,0.24201600000000006,1.1195160000000002,1.597628,1.9234560000000003,1.934402,0.8234600000000001,2.247948,6.332345560000011,FinPFN,42,raw
2014-04-30,-4.11200956000001,-4.838452,-4.838858,-4.01573,-2.694588,-3.5768020000000003,-1.1136540000000001,-0.23404599999999995,-0.8412519999999999,-0.016885999999999974,4.09512356000001,FinPFN,42,raw
2014-05-31,-2.844249560000011,0.5414899999999999,0.509806,-1.768496,1.3159,3.054604,-0.27311,0.8928139999999999,2.484082,1.5244060000000001,4.368655560000011,FinPFN,42,raw
2014-06-30,7.1565184399999895,3.130232,6.94195,6.001988,4.160938,2.38253,3.150458,3.35371,3.4487520000000003,3.5078144399999895,-3.648704,FinPFN,42,raw
2014-07-31,-9.911688,-6.840502,-5.899106000000001,-4.0214620000000005,-2.561774,-3.7828859999999995,-2.5636520000000003,-1.9774500000000002,-1.745086,-2.654998,7.25669,FinPFN,42,raw
2014-08-31,-1.6720475600000106,4.894068439999989,3.394824,5.011908,3.642968,3.8754180000000003,3.5518599999999996,4.581316,3.346972,4.539478,6.211525560000011,FinPFN,42,raw
2014-09-30,-6.28465,-7.489468,-2.368476,-4.133836,-4.207733999999999,-3.719604,-3.922312,-3.908389560000011,-3.151932,-4.126291999999999,2.1583580000000007,FinPFN,42,raw
2014-10-31,-3.46566,1.638768,0.741134,-0.4083959999999999,2.962336,4.551098,3.679446,1.6937200000000001,2.4907880000000002,-0.02337600000000009,3.442284,FinPFN,42,raw
2014-11-30,-5.863014,3.40717,-0.13083956000001096,-1.9277019999999998,1.1387559999999999,0.5800620000000001,-1.0640859999999999,-1.11248,0.917778,0.05542399999999986,5.918437999999999,FinPFN,42,raw
2014-12-31,-1.228783560000011,0.5785724399999893,1.9055039999999999,0.07997999999999998,1.56857,0.07169000000000011,-1.291582,-1.48167,1.531928,-0.8204839999999999,0.4082995600000111,FinPFN,42,raw
2015-01-31,-3.2339875600000108,-1.3587351200000213,-2.86526,-3.6752659999999997,-4.104504,-1.372816,-1.7250580000000002,-1.935678,-1.478188,-3.954746,-0.7207584399999893,FinPFN,42,raw
2015-02-28,7.95520043999999,5.842326439999989,4.4383464399999895,7.377488,6.194476,5.736912,4.896637999999999,5.045934,4.99467,7.797008,-0.1581924399999899,FinPFN,42,raw
2015-03-31,-1.3985235600000108,0.45249999999999985,1.6552684399999893,0.30727200000000005,-0.21591156000001077,-0.21547400000000005,0.905878,-0.41225199999999995,0.14227799999999996,1.031728439999989,2.430252,FinPFN,42,raw
2015-04-30,-0.19081356000001068,0.5694959999999998,2.341514,0.5676584399999894,-1.4053399999999998,-2.878004,0.23052599999999998,1.67428,-0.3954080000000001,5.4725704399999895,5.663384,FinPFN,42,raw
2015-05-31,-3.536938,-2.419582,-2.029462,0.18618400000000013,1.10843,0.5539799999999999,-0.504746,0.7500404399999893,1.187178,0.8145699999999999,4.351508,FinPFN,42,raw
2015-06-30,2.9235804399999896,0.7101164399999892,-2.304796,0.533524,-0.198644,-0.962492,0.629954,-1.869452,-3.4832319999999997,-4.25521356000001,-7.178794,FinPFN,42,raw
2015-07-31,-3.8320119999999998,-7.045476,-5.713100000000001,-5.743583999999999,-1.260076,-2.364354,-1.7941239999999998,0.715008,-0.2664959999999999,-0.593444,3.238568,FinPFN,42,raw
2015-08-31,-10.429732000000001,-6.109235999999999,-7.844576,-4.628836,-5.216022000000001,-3.7937,-5.020756,-4.731824,-3.723975560000011,-4.014856,6.414876000000001,FinPFN,42,raw
2015-09-30,-12.27235,-9.049556,-8.413476,-7.778976,-6.947106,-4.67042,-4.055610000000001,0.26581599999999983,-1.9698579999999999,-4.081196,8.191154,FinPFN,42,raw
2015-10-31,1.0655404399999895,5.21846643999999,7.63014,6.390822000000001,4.838896,6.1892819999999995,6.198812,8.619176,7.96802,4.598594439999989,3.533053999999999,FinPFN,42,raw
